,raw_loss_history,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,295.21624755859375,0.36099931597709656,0.9256702,0.8794424,0.8794424,0.7307511
1,86.55997467041016,,,,,
2,18.546430587768555,,,,,
3,33.8434944152832,,,,,
4,16.646560668945312,,,,,
5,9.152914047241211,,,,,
6,87.69451141357422,,,,,
7,12.312701225280762,,,,,
8,8.116230010986328,,,,,
9,15.36474323272705,,,,,
10,54.17963790893555,,,,,
11,111.37523651123047,,,,,
12,1.0727289915084839,,,,,
13,4.245871543884277,,,,,
14,16.763843536376953,,,,,
15,97.16203308105469,,,,,
16,127.73562622070312,,,,,
17,13.979954719543457,,,,,
18,6.064349174499512,,,,,
19,5.564863681793213,,,,,
20,51.57097625732422,,,,,
21,37.887046813964844,,,,,
22,2.2296104431152344,,,,,
23,7.725135803222656,,,,,
24,4.264950752258301,,,,,
25,32.490840911865234,,,,,
26,2.6011016368865967,,,,,
27,5.590160846710205,,,,,
28,4.184993743896484,,,,,
29,9.4819917678833,,,,,
30,21.293848037719727,,,,,
31,13.291036605834961,,,,,
32,12.288810729980469,,,,,
33,4.976699352264404,,,,,
34,17.200969696044922,,,,,
35,0.6010907292366028,,,,,
36,4.474595069885254,,,,,
37,10.061400413513184,,,,,
38,1.4697856903076172,,,,,
39,10.409929275512695,,,,,
40,2.388693332672119,,,,,
41,1.179673671722412,,,,,
42,7.299301624298096,,,,,
43,0.24277915060520172,,,,,
44,0.5470221638679504,,,,,
45,2.7179903984069824,,,,,
46,8.07683277130127,,,,,
47,20.89211654663086,,,,,
48,11.072422981262207,,,,,
49,6.82603645324707,,,,,
50,4.095886707305908,,,,,
51,81.10863494873047,,,,,
52,25.530378341674805,,,,,
53,16.029186248779297,,,,,
54,2.182605266571045,,,,,
55,9.971379280090332,,,,,
56,29.78209686279297,,,,,
57,24.977556228637695,,,,,
58,13.067079544067383,,,,,
59,10.858027458190918,,,,,
60,3.791341543197632,,,,,
61,7.56536340713501,,,,,
62,4.726616382598877,,,,,
63,19.56698226928711,,,,,
64,3.0520143508911133,,,,,
65,31.981046676635742,,,,,
66,0.9350270628929138,,,,,
67,2.2151076793670654,,,,,
68,2.3712310791015625,,,,,
69,7.670969009399414,,,,,
70,23.70907974243164,,,,,
71,3.5071651935577393,,,,,
72,0.059758324176073074,,,,,
73,0.8191837668418884,,,,,
74,35.43003463745117,,,,,
75,8.01851749420166,,,,,
76,12.824797630310059,,,,,
77,3.61295223236084,,,,,
78,19.81377410888672,,,,,
79,2.18049955368042,,,,,
80,39.2083740234375,,,,,
81,14.591331481933594,,,,,
82,15.309389114379883,,,,,
83,6.81530237197876,,,,,
84,5.835539817810059,,,,,
85,1.8732620477676392,,,,,
86,1.2751787900924683,,,,,
87,0.33303242921829224,,,,,
88,10.657853126525879,,,,,
89,6.545219421386719,,,,,
90,1.2310991287231445,,,,,
91,5.743737697601318,,,,,
92,3.8827860355377197,,,,,
93,8.135600090026855,,,,,
94,0.9143551588058472,,,,,
95,15.465032577514648,,,,,
96,13.134982109069824,,,,,
97,1.8736690282821655,,,,,
98,0.4440898299217224,,,,,
99,0.6655553579330444,,,,,
100,4.731026649475098,,,,,
101,2.3054606914520264,,,,,
102,27.88017463684082,,,,,
103,3.026942729949951,,,,,
104,0.6242169737815857,,,,,
105,16.6783447265625,,,,,
106,23.5603084564209,,,,,
107,1.6850777864456177,,,,,
108,9.651178359985352,,,,,
109,1.7725800275802612,,,,,
110,17.309307098388672,,,,,
111,4.912616729736328,,,,,
112,1.1931101083755493,,,,,
113,0.12737399339675903,,,,,
114,3.4514200687408447,,,,,
115,4.446321487426758,,,,,
116,0.6010465025901794,,,,,
117,5.120203018188477,,,,,
118,6.326333999633789,,,,,
119,0.6296577453613281,,,,,
120,0.44885340332984924,,,,,
121,0.7113271355628967,,,,,
122,0.5927006602287292,,,,,
123,8.082071304321289,,,,,
124,0.8605606555938721,,,,,
125,7.798701286315918,,,,,
126,0.26187705993652344,,,,,
127,1.1260502338409424,,,,,
128,2.3412580490112305,,,,,
129,0.4123218357563019,,,,,
130,0.8773235082626343,,,,,
131,11.87957763671875,,,,,
132,0.23869389295578003,,,,,
133,4.725425720214844,,,,,
134,4.4941792488098145,,,,,
135,0.468729704618454,,,,,
136,9.30811882019043,,,,,
137,25.358789443969727,,,,,
138,2.4637885093688965,,,,,
139,1.0896044969558716,,,,,
140,9.412384986877441,,,,,
141,6.856504440307617,,,,,
142,3.7078378200531006,,,,,
143,3.7928223609924316,,,,,
144,1.941391110420227,,,,,
145,2.3974649906158447,,,,,
146,2.4216322898864746,,,,,
147,1.743354320526123,,,,,
148,1.4164233207702637,,,,,
149,0.5833272337913513,,,,,
150,1.7763320207595825,,,,,
151,2.663679838180542,,,,,
152,2.0261025428771973,,,,,
153,1.957757830619812,,,,,
154,2.7414183616638184,,,,,
155,0.7565072774887085,,,,,
156,2.994802474975586,,,,,
157,0.6241345405578613,,,,,
158,1.4623929262161255,,,,,
159,7.327630996704102,,,,,
160,2.542340040206909,,,,,
161,3.769279956817627,,,,,
162,2.4377050399780273,,,,,
163,1.1063286066055298,,,,,
164,17.884723663330078,,,,,
165,0.46884799003601074,,,,,
166,0.30697861313819885,,,,,
167,1.2913931608200073,,,,,
168,0.5646064877510071,,,,,
169,2.0749313831329346,,,,,
170,0.8512786626815796,,,,,
171,0.438193142414093,,,,,
172,0.4149125814437866,,,,,
173,0.2818271517753601,,,,,
174,0.20977242290973663,,,,,
175,0.5518118143081665,,,,,
176,2.2814650535583496,,,,,
177,0.39131543040275574,,,,,
178,0.19128529727458954,,,,,
179,0.39882150292396545,,,,,
180,0.8675643801689148,,,,,
181,9.329808235168457,,,,,
182,0.163503035902977,,,,,
183,0.41081029176712036,,,,,
184,1.1609022617340088,,,,,
185,1.6091102361679077,,,,,
186,0.887266218662262,,,,,
187,0.4692477583885193,,,,,
188,0.9328634738922119,,,,,
189,0.5294975638389587,,,,,
190,1.2370420694351196,,,,,
191,0.460800439119339,,,,,
192,1.0921542644500732,,,,,
193,0.6816586256027222,,,,,
194,0.22444669902324677,,,,,
195,0.27888184785842896,,,,,
196,0.6365169286727905,,,,,
197,0.9704912304878235,,,,,
198,0.3612736165523529,,,,,
199,0.24285970628261566,,,,,
200,0.17417407035827637,,,,,
201,2.2318050861358643,,,,,
202,1.9989978075027466,,,,,
203,0.12947601079940796,,,,,
204,1.0532857179641724,,,,,
205,3.1878483295440674,,,,,
206,0.7623297572135925,,,,,
207,1.1404356956481934,,,,,
208,1.4660063982009888,,,,,
209,1.3380776643753052,,,,,
210,4.420762062072754,,,,,
211,3.3136305809020996,,,,,
212,0.6988437175750732,,,,,
213,0.15547297894954681,,,,,
214,1.4734337329864502,,,,,
215,2.8264389038085938,,,,,
216,0.37559759616851807,,,,,
217,1.0938471555709839,,,,,
218,0.09183195233345032,,,,,
219,0.11885031312704086,,,,,
220,0.27500104904174805,,,,,
221,0.8274755477905273,,,,,
222,1.0731227397918701,,,,,
223,1.5345687866210938,,,,,
224,0.09043996781110764,,,,,
225,0.22823788225650787,,,,,
226,0.9377654790878296,,,,,
227,0.286470502614975,,,,,
228,1.9511605501174927,,,,,
229,0.710856556892395,,,,,
230,0.7381742000579834,,,,,
231,0.22396939992904663,,,,,
232,1.332986831665039,,,,,
233,0.40228378772735596,,,,,
234,0.8154643177986145,,,,,
235,0.38970500230789185,,,,,
