,lr_history,train_total_loss_hist,train_trans_loss_hist,train_rot_loss_hist,train_hitch_loss_hist,train_acc_yaw_loss_hist,train_epoch_loss_history,rmse_train_history,val_total_loss_hist,val_trans_loss_hist,val_rot_loss_hist,val_hitch_loss_hist,val_acc_yaw_loss_hist,val_epoch_loss_history,rmse_val_history
0,6.119951040391677e-08,2.4529295,0.8151123,0.0069505014,0.017478002,0.32267773,0.0864408,[0.43416235 0.04669899 1.1411808  7.553315   6.860088  ],0.1376901,0.018185075,0.0004116615,0.018408861,0.020136902,0.1421438,[0.23857021 0.03302474 1.1263567  6.5747886  7.8352118 ]
1,1.2239902080783354e-07,2.1514416,0.6633053,0.00582384,0.12558615,0.27134526,0.11968568,[0.13588667 0.04050466 0.7101177  4.6371827  4.5153418 ],0.22958906,0.032951128,0.0007929004,0.0020328646,0.03876243,0.08846709,[ 0.30642077  0.03809284  1.2190964  16.11257     8.470177  ]
2,1.8359853121175032e-07,2.3245358,0.9333329,0.0060618618,0.016729506,0.27368233,0.08493066,[0.0753932  0.02486646 0.5590902  3.8118691  3.471584  ],0.13548543,0.015634254,0.00047700325,0.0054843,0.022777975,0.01858345,[0.2790671  0.03204382 0.76539457 3.737633   5.1574025 ]
3,2.4479804161566707e-07,2.959382,0.80888546,0.008990242,0.02246209,0.42380884,0.015830137,[0.06787974 0.02156079 0.4422344  1.797549   2.7113056 ],0.06238753,0.007875894,0.00020695399,0.003911752,0.010078586,0.09748747,[0.26007587 0.02528021 0.3942837  3.0663927  2.691966  ]
4,3.0599755201958385e-07,2.1670177,0.6667465,0.0061860876,0.07639841,0.28353733,0.028632505,[0.05686992 0.01955254 0.35716864 1.5853316  2.1046236 ],0.13124132,0.015233628,0.00042899305,0.015952712,0.0199252,0.05450529,[0.28306744 0.03041573 0.4163241  3.059598   2.8586745 ]
5,3.6719706242350063e-07,2.2343075,0.7440503,0.006452517,0.015565792,0.29364777,0.0023119529,[0.04501968 0.01962629 0.3326398  1.4159344  1.9429321 ],0.1652619,0.063482635,0.0004114211,0.00090782373,0.020092003,0.11923863,[0.2692239  0.03948952 0.29824814 2.5922842  2.0177007 ]
6,4.2839657282741736e-07,1.8459897,0.77667636,0.004522146,0.013956288,0.21016699,0.0035827295,[0.06752434 0.01910601 0.3373405  1.1867243  1.9627991 ],0.16369276,0.025243605,0.00055820204,0.0014519078,0.027287807,0.08809449,[0.3511345  0.02555829 0.53406596 2.0075896  3.6714857 ]
7,4.895960832313341e-07,2.7722497,0.7168782,0.008100335,0.14959633,0.37953496,0.0005204504,[0.0398206  0.01610503 0.2668426  0.99689037 1.4456178 ],0.050581887,0.010674198,9.164576e-05,0.017783388,0.0044065313,0.035895295,[0.25219628 0.0223339  0.24595235 2.941377   1.6499408 ]
8,5.50795593635251e-07,2.86447,1.3860278,0.0060546263,0.03796306,0.28688487,0.0010025997,[0.02781066 0.01516314 0.25766525 1.1514413  1.4053999 ],0.17523271,0.06876082,0.0004123904,0.005523965,0.02010711,0.008788409,[0.25774217 0.02157888 0.11504645 1.6056992  0.7140763 ]
9,6.119951040391677e-07,2.6076493,1.0875522,0.006457595,0.014870016,0.29975387,0.0010386347,[0.05785387 0.01711299 0.24709494 1.0574543  1.3829247 ],0.08812251,0.007987124,0.00031864338,0.0018675799,0.015589831,0.05165791,[0.26514572 0.03411023 0.36837462 2.311213   2.5247638 ]
10,6.731946144430845e-07,2.057959,1.3598808,0.0030283334,0.015535129,0.13590297,0.00049016025,[0.03260315 0.01491739 0.23488456 0.8710822  1.3171682 ],0.16618189,0.016807113,0.00039015472,0.05521839,0.018753245,0.011540111,[0.26489097 0.01903729 0.17452012 1.6451169  1.1367573 ]
