,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,0.3127194046974182,2.3528655,2.500557,2.500557,2.5002887
1,0.7480576038360596,1.3510305,1.351041,1.351041,1.136419
2,0.14505651593208313,1.8075613,1.8504726,1.8504726,1.3446872
3,0.23664356768131256,0.681971,0.7581067,0.7581067,0.7002152
4,0.24860134720802307,1.6662028,1.6595585,1.6595585,1.2682179
5,0.058462291955947876,0.4039008,0.46324432,0.46324432,0.43351978
6,0.03719653934240341,0.36081186,0.3950255,0.3950255,0.36846808
7,0.04977353289723396,0.33059755,0.38244748,0.38244748,0.37858105
8,0.2255084067583084,0.32588616,0.34792548,0.34792548,0.3478878
9,0.2747724950313568,0.74332726,0.7886784,0.7886784,0.7189929
