,lr_history,train_loss_history,train_epoch_loss_history,rmse_train_history,val_loss_history,val_epoch_loss_history,rmse_val_history
233,4.103823219922835e-06,104.78338,,,4.5437098,,
234,4.12136092599088e-06,5.0726733,,,5.073909,,
235,4.138898632058927e-06,5.0149055,,,14.913682,,
236,4.156436338126974e-06,14.733434,,,3.7418365,,
237,4.17397404419502e-06,57.704746,,,6.9218974,,
238,4.191511750263066e-06,95.09136,,,13.806759,,
239,4.2090494563311125e-06,41.949028,,,3.007684,,
240,4.2265871623991585e-06,20.328678,,,7.5504436,,
241,4.2441248684672045e-06,2.8033535,,,8.138303,,
242,4.261662574535251e-06,23.58956,,,7.5472856,,
243,4.279200280603297e-06,56.617706,,,10.099618,,
244,4.296737986671344e-06,65.055534,,,8.539969,,
245,4.31427569273939e-06,37.538788,,,5.430256,,
246,4.331813398807436e-06,138.48549,,,5.365191,,
247,4.349351104875483e-06,1.1230346,,,7.1967516,,
248,4.366888810943528e-06,29.748894,,,6.5346136,,
249,4.384426517011575e-06,61.017834,,,3.3452246,,
250,4.401964223079622e-06,8.679187,,,1.9542924,,
251,4.419501929147668e-06,64.84212,,,4.312057,,
252,4.437039635215714e-06,6.2507205,,,1.2196208,,
253,4.454577341283761e-06,4.475625,,,5.383772,,
254,4.472115047351807e-06,38.030796,,,2.8844862,,
255,4.489652753419853e-06,1.6713924,,,4.367221,,
256,4.5071904594878995e-06,85.56484,,,9.468294,,
257,4.5247281655559455e-06,58.11926,,,3.9694161,,
258,4.542265871623992e-06,28.857681,,,0.73742497,,
259,4.559803577692038e-06,2.6347451,,,8.102126,,
260,4.577341283760084e-06,95.65144,,,11.61446,,
261,4.594878989828131e-06,69.79881,,,3.1139839,,
262,4.612416695896177e-06,80.348015,,,2.621154,,
263,4.629954401964223e-06,8.417008,,,1.1332141,,
264,4.64749210803227e-06,3.9101765,,,0.5612576,,
265,4.665029814100316e-06,94.85044,,,0.8090887,,
266,4.682567520168362e-06,56.15723,,,3.8995984,,
267,4.700105226236409e-06,3.8199978,,,1.7357794,,
268,4.717642932304455e-06,9.353619,,,3.3489223,,
269,4.735180638372501e-06,48.852676,,,1.6455811,,
270,4.752718344440548e-06,224.4201,,,0.65257955,,
271,4.770256050508594e-06,15.496062,,,3.9672217,,
272,4.78779375657664e-06,21.419605,,,1.2461551,,
273,4.8053314626446865e-06,86.50591,,,2.934452,,
274,4.8228691687127325e-06,79.05411,,,0.8660064,,
275,4.840406874780779e-06,187.61598,,,14.680331,,
276,4.857944580848825e-06,2.8677318,,,7.8141446,,
277,4.875482286916871e-06,13.983105,,,9.055055,,
278,4.893019992984918e-06,74.84183,,,3.3773751,,
279,4.910557699052964e-06,117.50887,,,4.3972654,,
280,4.92809540512101e-06,3.4938114,,,6.658226,,
281,4.945633111189057e-06,132.50246,,,0.9113105,,
282,4.963170817257103e-06,7.836921,,,4.2827477,,
283,4.980708523325149e-06,59.426662,,,2.1367826,,
284,4.998246229393196e-06,102.93454,,,2.1734326,,
285,5.015783935461242e-06,3.1538517,,,1.9750013,,
286,5.033321641529288e-06,5.2193294,,,1.4059685,,
287,5.050859347597335e-06,60.28273,,,3.5966766,,
288,5.068397053665381e-06,40.120037,,,3.8090746,,
289,5.0859347597334275e-06,2.8359475,,,1.735736,,
290,5.1034724658014735e-06,52.84282,,,2.4944963,,
291,5.1210101718695195e-06,30.598688,,,1.4324658,,
292,5.138547877937566e-06,54.91785,,,1.6637315,,
293,5.156085584005612e-06,3.991283,,,1.6379755,,
294,5.173623290073658e-06,4.6451263,,,6.131448,,
295,5.191160996141705e-06,151.12523,,,0.27748156,,
296,5.208698702209751e-06,8.242145,,,0.6082542,,
297,5.226236408277797e-06,3.1978474,,,9.974845,,
298,5.243774114345844e-06,128.9519,,,2.887989,,
299,5.26131182041389e-06,27.834694,,,6.591758,,
300,5.278849526481936e-06,1.9073418,,,2.0089335,,
301,5.296387232549983e-06,126.91781,,,1.6120806,,
302,5.313924938618029e-06,5.440399,,,0.6759369,,
303,5.331462644686076e-06,3.2967913,,,11.55891,,
304,5.349000350754122e-06,11.467657,,,0.22150111,,
305,5.366538056822168e-06,1.8581811,,,8.8531065,,
306,5.3840757628902145e-06,1.0145746,,,3.6697443,,
307,5.4016134689582605e-06,22.84847,,,4.9858756,,
308,5.4191511750263065e-06,61.68963,,,3.6701672,,
309,5.436688881094353e-06,4.6045117,,,10.152252,,
310,5.4542265871624e-06,105.538246,,,1.2349945,,
311,5.471764293230445e-06,6.839614,,,1.4477767,,
312,5.489301999298492e-06,1.3710701,,,2.2035277,,
313,5.506839705366538e-06,8.073496,,,2.6079535,,
314,5.524377411434584e-06,5.3565593,,,5.2354765,,
315,5.541915117502631e-06,36.045265,,,1.8625221,,
316,5.559452823570677e-06,4.149906,,,1.0177279,,
317,5.576990529638724e-06,23.643087,,,10.357609,,
318,5.59452823570677e-06,3.8490565,,,1.8394331,,
319,5.612065941774816e-06,2.0118253,,,5.6908484,,
320,5.629603647842863e-06,2.2914677,,,5.0832086,,
321,5.647141353910909e-06,181.91277,,,6.5810328,,
322,5.664679059978955e-06,2.458454,,,2.2950644,,
323,5.6822167660470015e-06,64.49212,,,1.0428007,,
324,5.699754472115048e-06,132.18892,,,1.7545424,,
325,5.7172921781830935e-06,4.133721,,,8.976349,,
326,5.73482988425114e-06,4.4276247,,,5.381345,,
327,5.752367590319187e-06,31.025625,,,0.4039188,,
328,5.769905296387232e-06,120.35886,,,8.281462,,
329,5.787443002455279e-06,21.621317,,,1.6937039,,
330,5.804980708523326e-06,28.799263,,,3.331324,,
331,5.822518414591372e-06,157.6657,,,3.3580513,,
332,5.840056120659418e-06,6.741838,,,4.346373,,
333,5.857593826727464e-06,3.6617756,,,7.2753463,,
