10_0_N,10_0_P,20_10_N,20_10_P,30_20_N,30_20_P,50_30_N,50_30_P
-0.3985855,-0.8108476,0.32842278,-0.15651207,-1.8464818,0.84143144,-0.3202573,1.2428724
-0.72268903,-0.65496147,-0.4777478,-1.0857993,-0.48554274,0.53259593,0.020743283,0.8045348
-0.30008563,-0.23019402,0.0966762,-0.7708278,0.16863053,-1.1998763,1.0277965,1.086946
-0.27480134,0.036653254,0.35002926,-0.4617088,-0.7580775,0.6068025,1.1526763,1.1713945
-0.70864576,-0.15482587,-0.11335381,1.3092772,0.17438668,0.3921775,1.6503204,1.3982148
-0.7180629,0.30812368,-0.037592504,2.5789802,-0.47375384,0.26980442,0.8657025,0.4723178
0.43933707,0.31395453,0.2697583,-1.0043135,-0.22749309,1.0629345,0.06148536,0.078314945
0.13303415,0.43775278,0.6691954,1.5439531,-1.2840909,-0.16975752,2.0660808,0.6279744
0.14236504,-0.7084812,0.031601574,-0.7009959,-0.840453,-0.21391298,-0.6260893,0.7813087
-0.56688476,0.26980868,-2.8288064,0.005161915,-1.772043,-0.9261309,-0.9259892,0.28013337
0.005735651,-0.37365103,-0.96422285,-1.5150622,-0.27993017,-0.38908342,-0.07793929,1.2678504
0.2043285,0.39601398,0.2181272,-1.507578,-0.83704305,0.9772651,-0.338791,0.67778355
-0.47765344,-1.3141642,0.076258205,0.86974174,-1.0196464,1.6544272,0.24034068,-1.0473548
0.20340985,4.2575216,0.13682406,-0.44692317,-1.2629616,-0.27711272,1.4964364,0.15363827
-0.6002912,-0.53424966,0.43214774,1.4166136,-0.7647882,1.2258447,-0.7069621,0.28232586
0.56357086,-1.3469893,0.15811631,-1.2065119,-0.0058859154,-0.33568498,0.070873454,0.724584
0.046093956,-0.16713697,0.16737804,-0.5367299,-0.793504,0.5407597,-0.41300443,1.3930409
0.12989654,-0.5427828,-0.038202953,-0.1923458,-1.8311514,0.61874336,-0.054177057,1.0250918
0.17817146,-0.9043281,0.46607244,0.6383648,-1.1323497,-0.6818475,1.3945572,0.88398695
0.07677175,-0.62848324,-0.53669405,1.2102796,-0.0373765,-0.5824683,2.00966,0.74430615
0.17339608,0.6746073,0.15645827,-0.048094776,0.008524075,-0.19099428,-0.6832477,-0.106455326
0.47134194,-0.22358336,0.117054924,-1.6795708,-1.6537833,1.0786148,0.98658663,0.045284152
0.14477439,-0.4453046,0.44560236,0.7217017,-0.69713515,0.6600541,0.10503464,1.3180147
-0.26473278,-0.93653584,0.1179659,-0.07154708,-0.71983016,-1.3453628,1.5172718,0.3818144
