10_0_N,10_0_P,20_10_N,20_10_P,30_20_N,30_20_P,50_30_N,50_30_P
-3.1363263,-0.9214783,-5.877893,0.15321139,-3.6662643,2.5362165,-7.382553,0.9444614
-4.0217204,-1.553449,-6.340239,5.7538586,-4.3631244,-1.0620227,-3.0667922,1.5875988
-1.035764,-2.3686805,-6.922621,1.0426668,-8.299395,-0.2984212,-8.171099,0.39320374
-3.9398046,-3.0369747,-11.975644,4.31485,-4.591147,3.6126747,-4.0042458,1.3533233
-3.0905674,-3.955453,-5.8427315,1.7605597,-0.5212886,-0.91850674,-25.135538,-0.75444555
-6.0722084,-2.63128,-6.756672,3.9566174,-2.2940812,1.5987422,-5.376629,0.8945601
0.20483993,-2.8751779,-4.6817203,1.0402309,-2.014682,2.2091084,-4.0051136,-0.6712436
-1.5965791,-2.1690226,-5.1229568,-3.6416535,-1.5209277,0.57145625,-9.218035,16.882536
-3.0583436,-2.297462,-4.749275,5.7913156,-8.743576,0.80009174,-4.4844904,-0.8703641
-4.119015,-2.0848696,-4.5890255,5.7553596,-2.5989416,2.1130452,-3.758465,1.494657
-2.8957098,-0.19848357,-6.269255,-2.11498,-4.652426,-1.2400105,-5.9640355,17.545738
-4.169446,1.6431257,-1.5908773,1.3901321,-3.559471,7.200203,-6.8355336,3.6732824
-4.588989,0.34712982,-2.692433,6.0604033,-9.24339,2.5796292,-7.6377835,-0.46660435
-3.1605084,3.3308952,-4.674813,6.3060284,-5.240751,0.050005518,-14.163133,0.3189152
-4.7164397,-0.7252805,-14.368678,3.3037264,-28.288912,1.7076582,-5.7716804,3.9908009
-3.0758467,-0.17539604,-5.226007,-2.3163476,-1.3080853,0.5862761,-5.8892875,1.0837597
-4.581664,-6.591568,-5.9893703,1.3048819,-7.136135,0.1860902,-8.987777,0.44785547
-0.6222597,-2.9761631,-1.4995654,2.6194415,-1.8270652,0.54527444,-11.792543,0.63187444
-0.928224,-2.8999898,-3.6394815,7.2153177,-1.6495965,0.40262598,-3.4205756,1.3173351
-2.2158263,-2.5092258,-12.321212,3.9653966,-8.928377,-1.0642031,-12.34941,1.7725296
-3.074098,-3.2448242,-16.430563,3.9294298,-9.66493,-1.4750288,-4.691737,1.6796254
-3.9169652,-0.21283893,-3.6421845,1.8868123,-0.9930992,0.4697633,-27.294895,1.2193766
-3.2857263,3.1018016,-3.444162,0.9785936,-5.7751637,-0.40554586,-4.5219674,0.3035814
-3.690013,0.00045548822,-2.6230538,-0.16264217,-8.073915,-0.43565163,-6.3750935,1.2057709
-6.6720195,-0.2428542,-7.196001,0.96786934,-3.2560227,-1.2504607,-9.712768,-0.38508946
-4.981104,-1.2054404,-4.528869,-0.41122517,-4.312499,1.9238235,-9.750081,1.8961151
-3.637434,-4.0440373,-6.26664,0.7272529,-9.081895,7.141082,-3.1631458,0.098364964
-1.4142798,-0.052712623,-2.7349603,0.70948076,-13.518205,-0.8330354,-20.339794,4.345462
-2.831718,-2.2625518,1.2375909,2.825183,-5.5775337,0.21255206,-9.605233,1.0753142
-1.852312,-5.501298,-6.7512164,5.3438554,-8.701172,1.4082961,-10.775002,-1.1108346
-4.004382,-1.6963981,-6.8232145,-0.5386355,-16.22573,0.25029567,-4.6632023,0.35470536
