,lr_history,train_total_loss_hist,train_trans_loss_hist,train_rot_loss_hist,train_epoch_loss_history,rmse_train_history,val_total_loss_hist,val_trans_loss_hist,val_rot_loss_hist,val_epoch_loss_history,rmse_val_history
0,1.404494382022472e-08,3.0465887,2.4520042,0.59458447,0.0009804094,[0.8442093  0.06149283 0.6457911 ],0.009908726,0.0028285081,0.0070802183,0.020434063,[0.07663625 0.04333477 0.3936202 ]
1,2.808988764044944e-08,3.6198788,2.5373223,1.0825565,0.0046291566,[0.08687753 0.03757341 0.44262385],0.013562107,0.0036421432,0.009919965,0.006206411,[0.04089444 0.02203949 0.37212116]
2,4.213483146067416e-08,2.6203794,1.741431,0.87894845,0.00688232,[0.07459766 0.02768121 0.42815545],0.008043876,0.004100344,0.0039435322,0.0019376054,[0.04941005 0.01619869 0.22320591]
3,5.617977528089888e-08,2.844911,1.9711409,0.87377024,0.00072807644,[0.03388396 0.02185821 0.2715694 ],0.019026028,0.003424111,0.015601917,0.03170966,[0.02280969 0.02764705 0.5751826 ]
4,7.02247191011236e-08,2.5935779,1.9451809,0.6483971,0.028562214,[0.10724269 0.02848808 0.45389593],0.010542065,0.0046352968,0.005906768,0.048242655,[0.06971103 0.01946118 0.54784966]
5,8.426966292134831e-08,5.069776,4.4034824,0.66629356,0.0052224607,[0.05885863 0.02421575 0.3637521 ],0.014412555,0.0034449287,0.010967626,0.0031486345,[0.06244577 0.01687676 0.25691503]
6,9.831460674157305e-08,3.4262233,2.7580805,0.66814274,0.00088184304,[0.03725803 0.02001417 0.2541777 ],0.012508344,0.004785169,0.007723175,0.0019883872,[0.02481831 0.01443439 0.16451196]
7,1.1235955056179776e-07,2.517395,2.0501015,0.46729356,0.00015043837,[0.02734817 0.01515195 0.14046901],0.009276842,0.00280662,0.0064702216,0.012554866,[0.03334547 0.0214031  0.2868235 ]
8,1.2640449438202246e-07,1.3604467,0.617582,0.7428647,0.002067533,[0.12091488 0.02739847 0.41348454],0.041562207,0.0031110388,0.03845117,0.0142487,[0.08056126 0.02204693 0.35204703]
9,1.404494382022472e-07,4.679131,4.129943,0.54918814,0.011407449,[0.05885874 0.02095636 0.27809972],0.034642182,0.00508843,0.029553752,0.0034800575,[0.03494595 0.01379384 0.20257272]
