,lr_history,train_loss_history,train_loss1_history,train_loss2_history,train_epoch_loss_history,rmse_train_history,val_loss_history,val_loss1_history,val_loss2_history,val_epoch_loss_history,rmse_val_history
0,2.106741573033708e-08,3.1703196,1.6275562,1.5427634,0.009481008,[0.9314666  0.07878078 0.8148703 ],0.009240548,0.0030524235,0.0061881244,0.003738774,[0.06146505 0.07025113 0.36407104]
1,4.213483146067416e-08,3.267157,1.4475954,1.8195617,0.007818078,[0.07149808 0.04049876 0.45446247],0.010687396,0.002574643,0.008112753,0.04619488,[0.03237089 0.03238055 0.4198353 ]
2,6.320224719101123e-08,4.4998317,2.6134756,1.8863562,0.0062167607,[0.07054086 0.02722573 0.4053611 ],0.019689135,0.007744854,0.011944281,0.0071615,[0.04536268 0.02190475 0.36794946]
3,8.426966292134831e-08,6.3087573,3.769567,2.5391903,0.0016386374,[0.06105129 0.02508957 0.37418273],0.0038153853,0.0028897128,0.00092567253,0.0032851547,[0.04229942 0.02499726 0.31667578]
4,1.053370786516854e-07,3.5545259,2.2441735,1.3103524,0.008387259,[0.05826722 0.02420751 0.34211516],0.03172209,0.0051362067,0.026585886,0.019523084,[0.03354566 0.03389145 0.5144657 ]
5,1.2640449438202246e-07,2.0741866,0.66848326,1.4057033,0.017881213,[0.06747958 0.02408114 0.35460278],0.00539247,0.003264752,0.002127718,0.02701231,[0.0669805  0.02409415 0.35072616]
6,1.4747191011235956e-07,4.4465194,2.915342,1.5311773,0.0022054664,[0.05877765 0.02234025 0.27755517],0.011103483,0.0034490936,0.00765439,0.03021456,[0.04133023 0.04259161 0.46769702]
7,1.6853932584269663e-07,4.9886355,3.2739735,1.714662,0.00054686406,[0.06064155 0.02132188 0.27699122],0.011050177,0.002785243,0.008264934,0.0023209583,[0.0442445  0.01215142 0.20834693]
8,1.896067415730337e-07,2.9184532,1.4536672,1.4647862,0.004974698,[0.05166042 0.01791911 0.2363298 ],0.009026746,0.0051426087,0.0038841376,0.003217079,[0.0596197  0.02123209 0.24965122]
9,2.106741573033708e-07,5.1650286,3.3541346,1.8108939,0.0018374547,[0.05306361 0.0177366  0.20610459],0.009414521,0.0031653047,0.0062492164,0.0015684232,[0.0401228  0.01313723 0.1392382 ]
10,2.3174157303370786e-07,2.6801004,1.8333772,0.8467231,0.0075553562,[0.06542797 0.01770988 0.22625974],0.022193763,0.006374129,0.015819633,0.018136358,[0.04565694 0.02580661 0.49527615]
11,2.5280898876404493e-07,2.3194008,1.6860899,0.6333109,0.0078047337,[0.04461513 0.0169499  0.22000015],0.0110714305,0.0071692914,0.0039021394,0.0045212405,[0.10148825 0.01277168 0.22841325]
12,2.73876404494382e-07,4.866227,3.658041,1.2081859,0.0043515265,[0.03985947 0.01620694 0.1631912 ],0.0045369044,0.00376235,0.0007745544,0.007055706,[0.04700326 0.01655289 0.21443531]
13,2.949438202247191e-07,3.0534275,2.3356779,0.71774954,0.01973875,[0.0446373  0.01533837 0.1736104 ],0.005458937,0.005087345,0.00037159192,0.015418126,[0.07356637 0.01909585 0.24514425]
14,3.160112359550562e-07,2.784929,2.2667875,0.51814145,0.011379052,[0.04263068 0.01558548 0.17113268],0.006360659,0.0032185665,0.0031420924,0.010696784,[0.06987733 0.0149949  0.19143242]
15,3.3707865168539325e-07,2.9896057,2.4736342,0.5159715,0.00063520897,[0.04150341 0.01563593 0.16765413],0.0073639825,0.0022209748,0.0051430077,0.0027515572,[0.03423371 0.01350573 0.14298435]
16,3.581460674157303e-07,1.7863976,1.5729536,0.21344401,0.002057565,[0.03665929 0.01446719 0.13706145],0.009324753,0.003267641,0.0060571115,0.004516651,[0.06766602 0.01261572 0.19178052]
17,3.792134831460674e-07,2.3525615,1.8418579,0.5107037,0.010395487,[0.03347944 0.01405047 0.12888   ],0.014652847,0.0053342804,0.009318567,0.003181187,[0.02894469 0.01777668 0.23549904]
18,4.002808988764045e-07,4.2126913,3.8793802,0.3333112,0.0034857218,[0.03337231 0.01448271 0.14202456],0.011787627,0.0036927545,0.008094872,0.0066048503,[0.04596133 0.01360763 0.17770042]
19,4.213483146067416e-07,3.9298089,3.574078,0.35573074,0.00034835874,[0.0308027  0.01346366 0.11595859],0.009364962,0.0037574868,0.005607475,0.0056437254,[0.03973297 0.01195758 0.1531475 ]
20,4.4241573033707865e-07,0.8068737,0.65135205,0.15552166,0.0004087123,[0.02707082 0.01313238 0.1046318 ],0.009739935,0.003122311,0.006617625,0.000716609,[0.03890861 0.01125834 0.14797619]
21,4.634831460674157e-07,4.1222897,4.0387454,0.08354439,0.0010366208,[0.02488859 0.0132531  0.11134317],0.075422004,0.0058063446,0.06961566,0.0060975263,[0.04567571 0.01389934 0.20561627]
22,4.845505617977529e-07,2.8114142,2.7526603,0.05875399,0.00077012763,[0.02373365 0.01270167 0.0895262 ],0.0029667947,0.0017844265,0.0011823681,0.0017258172,[0.03740009 0.01494115 0.12539108]
23,5.056179775280899e-07,2.3214302,2.257735,0.06369521,0.00073832285,[0.02224066 0.01218975 0.07914761],0.01109004,0.0029502693,0.0081397705,0.000768234,[0.03422402 0.01084672 0.13411956]
24,5.26685393258427e-07,2.432162,2.3718789,0.06028324,0.0004493154,[0.02072053 0.01167247 0.07669246],0.008446334,0.0028472245,0.005599109,0.00045687464,[0.03610565 0.01091666 0.12620962]
25,5.47752808988764e-07,2.5032175,2.1631804,0.34003708,0.0023088334,[0.02024387 0.01118304 0.07170375],0.013086826,0.0066197435,0.0064670825,0.0005640028,[0.03504022 0.01002706 0.12593797]
26,5.688202247191012e-07,3.6037567,3.403336,0.20042072,0.00010456522,[0.01846238 0.01081633 0.05585786],0.013512341,0.007623273,0.005889068,0.0010250066,[0.03315025 0.01020198 0.10347229]
27,5.898876404494382e-07,2.502131,2.3300679,0.17206308,0.0011847406,[0.01780489 0.01006719 0.04519325],0.08612852,0.012619003,0.073509514,0.00077586586,[0.03808638 0.00940678 0.09305494]
28,6.109550561797753e-07,2.0536606,1.7550669,0.29859385,0.00041919507,[0.01722276 0.00958616 0.03767857],0.0058775037,0.00516414,0.0007133638,0.001238086,[0.03568929 0.00964614 0.09283319]
29,6.320224719101124e-07,2.10925,1.6618947,0.4473553,8.388184e-05,[0.01657594 0.00920402 0.0317647 ],0.011052723,0.0027937647,0.008258958,0.0033686578,[0.03439284 0.00945518 0.09665818]
30,6.530898876404494e-07,2.01848,1.6710123,0.34746772,,,0.022994004,0.008734018,0.014259986,,
31,6.741573033707865e-07,1.6703168,1.4398117,0.23050511,,,0.054566342,0.0059362627,0.04863008,,
32,6.952247191011237e-07,2.269393,1.9603078,0.309085,,,0.027241156,0.004798675,0.02244248,,
33,7.162921348314606e-07,2.8357837,2.6782377,0.15754594,,,0.03368721,0.005657085,0.028030127,,
34,7.373595505617978e-07,1.8765444,1.6295223,0.247022,,,0.0032154676,0.0016238916,0.001591576,,
35,7.584269662921348e-07,1.288169,1.1465747,0.14159434,,,0.0073106578,0.0024953126,0.004815345,,
36,7.79494382022472e-07,2.4309616,2.3380556,0.09290589,,,0.0045055975,0.0034423932,0.0010632045,,
37,8.00561797752809e-07,2.5720458,2.454658,0.11738766,,,0.015743168,0.0052471263,0.010496042,,
38,8.216292134831461e-07,2.3826091,2.2927148,0.08989429,,,0.00956529,0.002368202,0.0071970886,,
39,8.426966292134832e-07,2.7345724,2.6624763,0.072096065,,,0.009805286,0.0030485638,0.006756722,,
40,8.637640449438202e-07,2.223759,2.1300993,0.09365972,,,0.005230679,0.0021339636,0.0030967158,,
41,8.848314606741573e-07,2.5044603,2.4569442,0.047516152,,,0.0068160333,0.002940213,0.0038758204,,
42,9.058988764044945e-07,2.0540376,2.0175602,0.03647737,,,0.0044645737,0.003515792,0.00094878144,,
43,9.269662921348314e-07,2.2839665,2.2167692,0.06719728,,,0.0102817025,0.002702951,0.007578752,,
44,9.480337078651686e-07,2.5495527,2.476709,0.07284376,,,0.0042411136,0.0020371028,0.0022040105,,
45,9.691011235955058e-07,2.3579895,2.3095148,0.04847484,,,0.0049982457,0.004046875,0.0009513706,,
46,9.901685393258427e-07,1.3872585,1.3573856,0.029872885,,,0.05048702,0.008453736,0.042033285,,
47,1.0112359550561797e-06,3.4226813,3.3511596,0.07152172,,,0.0031233863,0.0021707031,0.00095268316,,
48,1.0323033707865169e-06,2.2917805,2.0565567,0.23522371,,,0.057498686,0.0066284435,0.050870243,,
49,1.053370786516854e-06,3.1548011,3.0869322,0.06786891,,,0.022325572,0.0059880833,0.016337488,,
50,1.074438202247191e-06,2.527156,2.3537307,0.17342533,,,0.04269673,0.0055255806,0.037171148,,
51,1.095505617977528e-06,3.6067808,3.5364711,0.07030957,,,0.010953782,0.003870856,0.007082926,,
52,1.1165730337078652e-06,1.9480093,1.9299644,0.018044887,,,0.0059830328,0.0042336015,0.0017494311,,
53,1.1376404494382023e-06,2.2619622,2.2443867,0.017575419,,,0.0076920926,0.0035285144,0.004163578,,
54,1.1587078651685393e-06,2.5039523,2.495882,0.00807031,,,0.021026444,0.002549252,0.018477192,,
55,1.1797752808988765e-06,1.0955263,1.080947,0.014579293,,,0.014506384,0.004261354,0.01024503,,
56,1.2008426966292134e-06,2.2174911,2.2071872,0.010304085,,,0.036627516,0.0032973378,0.03333018,,
57,1.2219101123595506e-06,2.6725936,2.6440601,0.028533474,,,0.0065508024,0.0041705156,0.0023802868,,
58,1.2429775280898876e-06,2.0101967,1.9908483,0.019348431,,,0.0038536221,0.0029480334,0.0009055888,,
59,1.2640449438202247e-06,2.276235,2.25778,0.018454958,,,0.020662593,0.005756299,0.014906294,,
60,1.285112359550562e-06,1.9598241,1.914464,0.045360032,,,0.016750332,0.0030076918,0.01374264,,
61,1.3061797752808989e-06,1.6018579,1.5284183,0.07343965,,,0.008809472,0.0048264153,0.003983057,,
62,1.3272471910112358e-06,2.0876896,2.0638652,0.02382451,,,0.0048612533,0.0021460745,0.002715179,,
63,1.348314606741573e-06,2.651311,2.5875185,0.06379239,,,0.039969176,0.006230683,0.033738494,,
64,1.3693820224719102e-06,1.3571954,1.2954925,0.061702836,,,0.0044644587,0.00172573,0.0027387287,,
65,1.3904494382022474e-06,2.4660144,2.4520466,0.013967864,,,0.0119883455,0.005088819,0.0068995263,,
66,1.4115168539325841e-06,1.8960109,1.8928941,0.0031167846,,,0.0094353985,0.0032380782,0.0061973208,,
67,1.4325842696629213e-06,3.061104,3.0586224,0.002481675,,,0.009873998,0.0075263334,0.002347665,,
68,1.4536516853932585e-06,1.1317996,1.0580391,0.0737605,,,0.011463606,0.002846996,0.0086166095,,
69,1.4747191011235956e-06,0.2094346,0.16136208,0.04807252,,,0.02512986,0.007493017,0.017636843,,
70,1.4957865168539326e-06,0.5733096,0.36560068,0.20770893,,,0.012798071,0.0032728824,0.009525188,,
71,1.5168539325842696e-06,3.3590796,3.3511257,0.007953837,,,0.0042580613,0.003251381,0.0010066804,,
72,1.5379213483146067e-06,2.4961524,2.479722,0.016430438,,,0.007376838,0.0019918298,0.005385008,,
73,1.558988764044944e-06,1.1085598,0.98932076,0.11923903,,,0.012378371,0.0045626704,0.007815701,,
74,1.5800561797752809e-06,1.3482716,1.3123298,0.035941824,,,0.032281157,0.009039006,0.02324215,,
75,1.601123595505618e-06,1.3170627,1.2900493,0.027013393,,,0.013206695,0.005426699,0.0077799964,,
76,1.622191011235955e-06,1.0916815,1.0776678,0.014013654,,,0.0072488394,0.005086822,0.0021620176,,
77,1.6432584269662922e-06,2.5610008,2.5454395,0.015561341,,,0.0037744278,0.002040919,0.001733509,,
78,1.6643258426966292e-06,1.6853011,1.6808136,0.004487475,,,0.010229729,0.0033970296,0.0068326993,,
79,1.6853932584269663e-06,1.219346,1.2050968,0.014249192,,,0.003930206,0.003153326,0.0007768801,,
80,1.7064606741573035e-06,0.7831874,0.6985299,0.084657475,,,0.0094405245,0.004685121,0.004755404,,
81,1.7275280898876405e-06,0.44079673,0.42284465,0.017952083,,,0.014198239,0.0035136957,0.010684543,,
82,1.7485955056179774e-06,1.1835955,1.0665783,0.1170173,,,0.015804224,0.0065576993,0.0092465235,,
83,1.7696629213483146e-06,2.1985035,2.1880977,0.010405762,,,0.0090830345,0.0042233337,0.004859701,,
84,1.7907303370786518e-06,0.8618655,0.8278214,0.034044147,,,0.004981238,0.002667009,0.002314229,,
85,1.811797752808989e-06,1.3104122,1.3011193,0.009292853,,,0.015865687,0.006034294,0.009831392,,
86,1.8328651685393257e-06,1.2921027,1.2346923,0.05741034,,,0.0058618123,0.0041073044,0.001754508,,
87,1.8539325842696629e-06,1.3090266,1.266035,0.0429916,,,0.00847729,0.0021792094,0.0062980806,,
88,1.875e-06,1.6604161,1.6428411,0.017575042,,,0.036781345,0.0033322233,0.03344912,,
89,1.8960674157303372e-06,1.4626769,1.4402142,0.022462673,,,0.0026675148,0.0024170643,0.00025045063,,
