day,mixed_setting,mixed_time,night,rural,urban
-0.2820629,-0.9354695,1.0108927,0.74204534,1.5841888,2.0946763
0.82590985,2.2305176,0.11412221,-0.26485422,-0.55944645,-0.43063188
0.2376291,0.267135,-0.7785493,0.217927,0.52069604,-0.25479847
0.27012715,1.026795,-0.897287,-1.1223212,0.29252547,0.45323682
-1.3019671,1.8504176,0.6605988,0.036872882,-0.3585593,0.41127983
0.16345069,-0.39735648,0.4521141,-0.12020065,-1.1953979,2.0825343
0.5448544,0.96960104,-0.6565314,-0.530914,0.8451351,-0.62539256
0.054562964,-0.68354225,-0.20344613,0.48454213,-1.7699137,-0.20657223
-0.3971136,0.6510442,-0.6673504,0.45323682,-0.25518566,-0.6580067
-1.0241766,-0.6989503,1.4755906,-0.34514993,-1.8849938,-0.32151407
0.39528352,-0.12512223,1.8754264,-0.50770503,-1.2857488,-1.5457861
-0.81550235,0.54057014,0.5668152,0.22349744,-0.85613215,-0.7753084
-0.5813071,-0.28207186,-1.1468263,0.14228137,-0.61418426,-1.1619654
-0.66773975,0.5210683,-1.1722175,1.5724982,-0.28523552,-0.93311906
-0.026808491,1.1911004,0.4933821,0.2676734,0.78133947,0.3640192
-0.40269768,-0.7541963,0.07550603,1.686999,0.059496067,0.34518877
3.1033134,-0.021586811,-0.38970923,-0.38252473,-1.1347591,1.8781047
0.319932,0.9371352,0.4291288,0.63022155,-0.33155274,1.7330886
0.36956102,-0.4170332,0.46554396,0.013231783,-3.6515162,-1.8657395
0.7460342,0.09168397,-0.20351914,0.96545744,0.94610494,-1.0996826
-0.07138913,0.48180664,-0.8304041,-0.26373968,-0.6614124,-0.50579417
0.35146785,0.9010248,0.5733039,1.5251377,1.8885301,0.3067694
2.3205874,1.2579774,-0.99524045,0.8371814,-0.8358034,-0.84805846
-3.0066695,-0.08768938,1.6187795,-1.2323701,-0.9549202,-0.37111488
-0.41547868,0.26109335,-0.34728608,-0.17127381,-0.5124913,-1.1797632
0.1699925,0.43627533,-0.5181535,3.3605943,1.2921146,5.0146904
-0.32798567,0.80808985,-2.186917,0.5395815,0.60919136,0.048765842
0.2925643,1.2282627,0.06486889,0.7286462,0.6723382,0.9643211
-0.10116193,0.014599528,1.1708275,-0.44205666,-0.6433338,1.8145617
-0.04523634,-1.0638326,0.7050394,1.215929,0.27302057,3.9264886
-0.35497516,-0.36525118,-1.6100395,0.7646819,3.1840632,-0.0529647
-0.051820643,-0.45737848,1.6259571,3.380084,0.43500873,0.06298288
0.32910922,0.9507512,0.20548764,-1.0971879,-0.6425099,-0.37886375
0.23284455,0.3137618,0.77898645,1.6457553,-0.7216777,-0.34514993
-0.78823453,-0.35542253,-0.66853887,-0.25479847,-0.8105803,0.115707666
-1.0845888,0.89367557,1.4120117,1.6974872,-0.11021406,0.4211648
-0.45941216,1.3782274,0.014860784,-0.46139973,-0.041384112,-0.8858823
0.30157846,1.4120117,1.0151299,-0.064216584,1.1510285,3.53583
0.34011266,1.0167564,-0.30823445,0.34065822,0.59635913,-0.12864837
-0.012000001,0.7742241,-1.1657869,1.3037959,0.74279326,4.897856
-0.41645882,1.8294764,-0.42445183,0.9080377,-0.31500405,-0.41332546
0.6428275,0.73541665,-0.05551791,-0.02850003,0.49404997,-2.4490921
1.4433718,-0.1670852,0.46832213,-0.37111488,1.6456383,-0.04366113
-0.7635844,-0.20672078,-0.66701233,0.2061351,0.69980407,0.8371814
0.91932803,-0.41153425,-0.51730144,-0.070905894,-0.40367952,-0.620147
-0.568813,0.060257208,0.61817646,0.3067694,0.36945686,4.448895
0.5354555,0.045536015,0.05368187,-1.7233267,-0.9552975,-0.47506014
-0.21209016,0.99964255,-0.11273568,0.14419553,-0.8095823,0.4685467
0.014621726,-0.6269268,-0.45476764,0.90601087,0.10853894,-0.37327665
1.6133345,1.0553991,0.8831912,-1.0310485,1.7749407,-0.655839
-0.40856224,-0.50300753,-1.2539177,-0.6208663,0.2709092,-1.2389528
0.9010931,-1.5542103,-0.50142634,-0.3245057,-0.45565042,0.025462944
-0.27429354,-0.4073482,0.58628887,0.012366484,-1.9462214,0.6676505
1.1857626,-2.250467,-1.0599061,1.2645633,-0.2149691,-0.47092786
0.03851885,1.1438142,-0.45063877,-1.2311748,-0.46366736,-0.6511682
-1.2829758,-0.611281,-0.43932799,3.9316335,-0.6715365,-0.5056933
-0.20626146,-2.8053055,-1.6502078,0.7956265,-0.68511236,3.9364808
-1.5603634,0.6358858,1.0825661,-0.068829946,-0.28651616,-0.85204214
-1.1210338,-0.76620376,-1.0313781,5.0146904,0.17529508,0.51310086
-0.32866186,0.8188679,0.5733508,0.6873099,0.7989716,2.0754766
-0.70124185,-0.40953812,-0.858886,-0.5732741,0.5448544,2.8915768
-0.51876307,0.48417673,2.0864553,-1.1444801,0.79296273,0.67102337
-0.36510432,0.028397365,0.8974586,0.1378076,0.5176737,-0.026480641
-1.6029497,-0.18257436,0.28889138,-0.620147,-0.7650588,2.3062978
-0.65651774,0.10854536,0.111840926,0.15523525,-2.1572742,-0.6879332
0.2327421,0.3152226,0.11879235,-0.9290457,-0.07138913,0.14048247
0.8746125,1.14977,-1.4785275,-1.1797632,0.6294557,0.23533267
0.5869147,0.473928,-0.07580143,1.3742182,1.2001103,-0.9359271
0.94226575,0.47800735,0.6988069,4.041639,-0.88476086,-0.043101907
1.2966533,0.030141624,0.31947866,0.00943201,0.16867493,0.25311315
1.190017,-1.6845115,1.3142308,-1.7163274,0.19875422,1.4825207
-0.15906912,1.7221828,0.09763755,5.0255833,0.88165003,0.42995697
-1.5066406,1.4738028,1.8370287,0.17944272,-0.5426551,-0.15739316
-1.2417693,-0.7361543,-0.06901394,-2.226895,-0.70124185,0.4870151
0.14269118,1.4755906,-1.3334893,0.64439416,-0.901713,0.34032953
0.14251189,0.10300325,0.32894874,0.6917342,-1.4512273,-0.530914
-0.21021101,0.05325669,0.21238695,3.5709147,0.2569709,0.5289674
0.18168986,0.609176,-0.076633014,1.5895591,-3.0066695,4.9174266
0.07192872,-0.35598433,-0.39554307,-0.31535238,-2.9438114,0.2676734
0.20788875,-0.35730255,-1.1875274,-0.48229414,-1.1276745,1.8887094
-0.35526544,-0.15409076,0.723193,-0.52655464,-0.28552923,2.2859857
0.5577566,-0.11892725,-0.3147624,-1.2492279,-1.63791,-0.7012077
-2.5847483,0.9122025,0.261545,-0.34932658,-0.9254283,-0.7279112
-0.091652595,0.040448803,1.2378658,0.14931305,-0.89256823,-0.7319384
1.2921146,-1.3904318,-0.8445972,-1.1888968,0.5435319,-0.66544545
-2.109644,-1.4747112,-0.19739245,-1.7393452,0.37881592,-0.3597187
0.32562584,-2.0448577,0.9090725,2.2496371,-1.1928515,0.019774571
-0.88300765,0.6444027,-2.0817025,-0.8624198,-0.6707143,0.09955683
-0.54527956,-1.3726187,-0.16046675,1.0438689,0.7309514,-0.45740408
0.28961024,0.4198039,0.6417133,-0.5986861,-1.0137708,0.102505766
0.3476122,-0.17636316,-1.5790918,-0.058619667,1.6401844,0.27698186
0.44087097,-0.47200787,1.4129595,-1.0483363,0.881616,1.9108958
