day,mixed_setting,mixed_time,night,rural,urban
-0.48146343,-0.1711338,0.31576112,-2.138211,-3.8788984,-2.5085893
1.2029217,-0.4912118,-0.8279196,-1.7161703,1.717357,0.50055164
0.035075583,1.367642,-0.6508538,0.24323967,-1.3892348,-3.038809
0.97948664,-2.1003454,-1.2217705,0.85927147,0.55321115,-2.0875857
-0.33193052,-0.26989663,-0.5823487,-2.4365435,0.4671149,1.0064942
1.2381049,3.2792366,-0.88527787,-2.5234919,-4.3461466,-1.2726554
-0.3187363,0.7608655,-2.5473018,-1.9511083,-1.3481444,-1.7555498
-2.8170874,0.14870004,-0.07499377,-2.1229935,0.43828297,0.6473619
-4.5667257,0.23809099,-0.29201177,0.47234428,-0.37068117,-4.5781937
1.2358817,0.3186522,0.017755076,-1.7555498,-0.48814505,-2.141435
-0.06923763,-0.5491079,-0.868718,-2.4069371,1.4990045,-0.052114766
-0.38038772,0.17690189,0.48049355,-1.9047467,1.2437706,-0.038928982
-0.009768877,0.0020575945,-0.24849871,-0.23291595,1.4580541,-1.1689552
1.8105072,0.774096,0.046713367,-0.095514216,0.03603266,-0.10810054
-1.0641596,0.65024847,0.2877422,-1.3157727,-0.35105613,0.77142584
-1.9034097,0.48773834,-0.60980606,-2.9798918,-0.55920804,-1.9470563
-0.5597169,2.265771,0.80369127,-2.0258272,0.89851815,-1.438226
-0.5112413,-0.29327634,0.7166029,-2.2958272,0.13422687,-0.02405251
-0.0704773,1.129688,-0.7535867,0.08517672,-1.0044651,3.0723612
2.7220216,-0.11809567,-0.78235376,0.2983085,-0.33367008,3.0987806
-0.008058555,0.044116188,1.3860946,-2.4368167,-4.9450345,-2.0673513
-3.069335,0.38148525,-0.5897219,-0.8414878,-5.290123,0.7045671
0.53599226,0.9343425,-1.3201252,1.1256931,-0.15220734,3.0332172
0.7773745,0.2148231,-1.1170211,-0.108647816,-0.1715991,-1.9723468
1.8429592,0.07756362,0.17747605,-2.0555298,-0.26191384,0.94879687
0.9450727,0.7461742,-0.98868006,-2.97634,-4.452117,-0.06808589
0.253762,-0.3106088,-0.031022718,-1.5336455,-0.62709075,-1.3065263
1.4267513,0.098102,-3.0129979,-10.366082,0.6850338,-2.0357735
2.3737261,-0.26007146,-0.0129483305,1.4450154,-0.055300623,-1.9846394
-4.1717973,0.07286787,-0.34725022,3.0640068,-0.49448004,0.49850133
1.0852042,0.1391907,1.4805818,-0.97283405,-0.34223002,-0.49563608
0.7531154,-0.882451,0.01411117,-1.9470563,-0.29776976,-4.5259957
-0.41209432,1.1822281,-3.8711972,-3.0107234,-0.060950898,0.33248848
0.7499462,1.9621263,-0.18337947,-0.5176156,-0.3109055,-2.238584
-1.0345736,1.7420347,-0.24988844,-0.89486486,3.0965993,-0.07293276
0.21987744,-0.21392536,0.48801443,-1.3229939,2.59784,-4.647286
-1.574116,-0.34725022,0.8088719,-2.0556889,1.1031404,0.88524735
-0.32347775,-0.49868405,1.9352486,-1.8737018,-0.5224941,-1.0856602
1.0887662,0.6390325,1.4800746,-1.8675512,4.9795647,-0.05627905
-2.3292396,-0.7944056,1.0583408,-2.0875857,2.2772293,-4.721976
-0.3259652,-0.4562293,-0.92763525,-1.8159978,0.7531154,-2.8543222
0.89886993,-0.0007931557,1.7910873,1.2746738,-2.8794572,-1.9698418
-0.73480535,-0.0129483305,-0.6376835,-4.5781937,-4.9191275,-4.2133384
0.047241855,1.4207647,-0.094311245,-3.6877077,1.1623461,-0.0024524648
0.20715034,-1.231805,1.2590514,2.3072522,0.63907003,-1.9917958
0.021653406,-1.4174144,0.5364947,-2.4389102,-1.0147659,2.988566
-0.17067276,0.13346274,-0.8176419,-0.6201069,0.09966142,0.19811134
-0.77566695,1.9591542,-1.0570887,-0.3884721,1.6876508,-0.7047013
-0.30476472,1.4878849,-0.23858191,1.6511847,-4.9119267,-2.5720818
1.1048206,0.37826717,1.2185944,0.23710403,1.5762471,-2.6797187
-0.26818737,-0.18337947,-1.156713,-0.3556889,-1.2879021,0.21355695
0.706023,-0.8314747,-0.8732977,-5.204974,-0.26244318,3.1073163
-0.15474796,0.110378414,-0.71284634,-3.8383937,-0.18092829,-1.2890837
2.4972262,1.5176986,1.1187439,-0.069336236,1.4267513,0.7367614
-0.08438015,-0.5107905,-0.30590025,0.8626249,-4.196051,-3.4789703
-0.8957938,-0.38970324,-0.11388315,-1.3209252,1.8090507,-2.2051606
0.32255226,-0.1065407,-0.26422584,0.35270455,0.8835088,-0.4018217
0.16100463,1.282064,-0.3565794,-2.9764254,1.0482367,0.14322095
-0.20442925,-0.4392947,0.47416365,-2.0583696,0.5856443,-0.2777112
1.4664501,0.80661327,-3.6734908,-0.5570181,0.7243347,-0.54049677
1.5538423,0.9571208,-1.4986084,-1.5529596,-0.30476472,-0.37334752
1.618864,0.9265074,1.2843982,-4.4368224,0.49617565,0.06679071
