,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,375.54901123046875,4.3343143,4.283908,4.283908,4.2616653
1,3.752164602279663,3.4631438,3.4173481,3.4173481,2.8300998
2,1.4628695249557495,1.9696779,2.1282985,2.1282985,2.0765586
3,13.068207740783691,1.7344948,1.9505813,1.9505813,1.8740872
4,1.2798038721084595,1.87112,1.6867305,1.6867305,1.5423896
5,0.006953096948564053,1.1215671,1.386142,1.386142,1.385707
6,0.15254810452461243,1.1498148,1.1392248,1.1392248,1.1004922
7,0.06100652366876602,1.124896,1.7215822,1.7215822,1.6941874
8,1.1431087255477905,1.0227587,1.0127949,1.0127949,1.0113012
9,0.04498753696680069,1.7320057,1.5089561,1.5089561,1.4856033
