,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,resnet18,resnet34,mobilenetv2,inceptionv3,googlenet,densenet121
260,260,260,260,260,260,-3.036054,-3.8268528,-3.6499019,0.31966266,-0.48370942,-3.9633725
261,261,261,261,261,261,-3.1395423,-3.871721,-3.7260306,0.023563724,5.2423086,-4.178417
262,262,262,262,262,262,-3.2784047,-4.1069083,-3.7957067,-0.1456303,-3.425863,-4.329533
263,263,263,263,263,263,-3.4700487,-4.4294086,-3.8390386,0.056501456,1.5968413,-4.6638894
264,264,264,264,264,264,-3.99698,-4.66785,-4.22438,-0.38617545,1.9608024,-4.932981
265,265,265,265,265,265,-4.211609,-4.8867364,-4.8027844,-0.33993638,3.6075325,-5.4339137
266,266,266,266,266,266,-4.2795787,-5.0703964,-4.685314,-0.3142429,4.1639338,-5.504212
267,267,267,267,267,267,-4.627953,-5.4922466,-5.293638,-0.3377571,6.560871,-5.9782343
268,268,268,268,268,268,-4.875271,-5.804172,-5.660166,-0.49391997,6.8919873,-6.213115
269,269,269,269,269,269,-5.370532,-6.112321,-5.9902434,-0.62082446,1.509435,-6.439729
270,270,270,270,270,270,-5.7088084,-6.329405,-6.307829,-0.6566842,5.391616,-6.8876843
271,271,271,271,271,271,-5.8055573,-6.4459023,-6.458193,-0.6944129,1.140514,-7.184587
272,272,272,272,272,272,-6.1748013,-6.9457817,-6.891057,-0.6896847,0.36212957,-7.322525
