,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,resnet18,resnet34,mobilenetv2,inceptionv3,googlenet,densenet121
273,273,273,273,273,273,-6.7993093,-6.844487,-6.9448624,-0.7517895,1.0542328,-7.7855086
274,274,274,274,274,274,-7.041969,-7.1820803,-7.6056004,-0.6725734,2.8056793,-8.008789
275,275,275,275,275,275,-7.6477365,-7.291331,-7.9707227,-0.5873249,4.0794554,-8.467667
276,276,276,276,276,276,-7.8438497,-7.396312,-7.8806734,-0.64533377,0.23720771,-8.648454
277,277,277,277,277,277,-8.17772,-8.10204,-8.655072,-0.5436805,2.2508516,-8.773987
278,278,278,278,278,278,-8.607338,-8.491905,-8.993438,-0.6047765,6.5019484,-9.08478
279,279,279,279,279,279,-8.950817,-8.435121,-9.266197,-0.61224234,7.540426,-9.64091
280,280,280,280,280,280,-9.511594,-8.847232,-9.227281,-0.5412331,1.6274397,-9.72243
281,281,281,281,281,281,-9.81813,-9.336275,-9.813868,-0.0011035023,-0.10959438,-10.11219
282,282,282,282,282,282,-9.904591,-10.225695,-9.838717,-0.08505037,-3.0448008,-10.474407
283,283,283,283,283,283,-10.273377,-10.334607,-10.411631,0.28712362,-1.563783,-10.729139
284,284,284,284,284,284,-10.492245,-10.805735,-10.385807,0.278883,-1.2614344,-11.228895
285,285,285,285,285,285,-10.558757,-11.1092205,-10.959572,0.42651284,-3.1374762,-11.635201
286,286,286,286,286,286,-10.711815,-11.4147415,-11.120556,0.51358753,-1.3688669,-11.738684
287,287,287,287,287,287,-11.336442,-11.873677,-11.460763,0.638793,-4.4053016,-11.952305
288,288,288,288,288,288,-11.588841,-12.244365,-12.027323,0.41678667,-6.0763097,-12.421802
289,289,289,289,289,289,-11.910982,-12.569324,-12.855793,0.4013991,-10.31106,-12.737745
290,290,290,290,290,290,-12.037502,-12.948539,-12.817246,0.23255812,-5.648015,-13.1929865
291,291,291,291,291,291,-12.407128,-13.22759,-13.788419,0.27851802,-3.2994661,-13.79236
292,292,292,292,292,292,-12.755244,-13.508742,-13.987265,0.20802365,-2.998085,-14.097728
293,293,293,293,293,293,-13.076463,-14.369639,-14.159909,-0.0022445708,-3.313182,-14.686359
294,294,294,294,294,294,-13.307596,-14.548372,-14.95727,-0.18824385,-4.4992013,-14.862749
295,295,295,295,295,295,-13.8768425,-15.188537,-15.480823,-0.0018753137,-5.4719787,-15.317735
296,296,296,296,296,296,-14.535799,-15.654326,-15.504469,-0.27634603,-5.5225787,-15.400276
297,297,297,297,297,297,-14.487175,-16.016275,-15.479675,-0.11460075,-7.297945,-15.918163
298,298,298,298,298,298,-15.063293,-16.21262,-16.394974,0.14277698,-9.46132,-16.425102
299,299,299,299,299,299,-13.705797,-16.427908,-16.497013,0.5008313,-6.0230265,-16.362432
300,300,300,300,300,300,-15.929076,-17.524513,-17.222275,0.1349005,-11.510439,-17.13155
301,301,301,301,301,301,-16.602568,-18.06187,-17.482939,0.4561708,-6.5418277,-17.79136
302,302,302,302,302,302,-16.746876,-18.350239,-17.593971,0.30681378,-12.201183,-17.934223
303,303,303,303,303,303,-17.431263,-20.405416,-18.100657,0.31107154,-15.05452,-18.889074
304,304,304,304,304,304,-17.915697,-20.889742,-18.485699,0.52262086,-15.20032,-19.420969
305,305,305,305,305,305,-18.314144,-21.39814,-19.12212,0.33422333,-12.755773,-20.086094
306,306,306,306,306,306,-18.26489,-21.278143,-19.549929,0.21570334,-18.451452,-20.14226
307,307,307,307,307,307,-19.298532,-22.04675,-20.158962,0.3581465,-18.579021,-20.80297
308,308,308,308,308,308,-20.024122,-22.84166,-20.827835,-0.12644814,-18.554039,-21.149866
309,309,309,309,309,309,-20.098198,-24.128468,-21.020487,-0.18361512,-18.967943,-21.571917
310,310,310,310,310,310,-20.64271,-23.682718,-21.646973,-0.610265,-19.885916,-22.175522
311,311,311,311,311,311,-20.90377,-24.612097,-22.025818,-0.6110261,-19.628807,-22.384474
312,312,312,312,312,312,-21.659313,-24.234083,-22.670498,-0.894963,-20.080992,-23.019476
313,313,313,313,313,313,-22.370169,-24.60934,-22.95043,-1.1330404,-20.346163,-24.014677
314,314,314,314,314,314,-22.586775,-24.341442,-23.414845,-1.0370122,-21.509743,-24.509975
315,315,315,315,315,315,-23.09206,-25.024624,-24.18429,-0.83541065,-21.207355,-25.171303
316,316,316,316,316,316,-23.490053,-24.124506,-24.860561,-0.7090355,-21.775633,-25.517328
317,317,317,317,317,317,-24.1156,-23.656803,-25.1965,-0.97135997,-22.60955,-26.234491
318,318,318,318,318,318,-24.117281,-23.05632,-25.161856,-1.2653817,-24.2391,-27.18186
319,319,319,319,319,319,-24.536987,-22.445786,-25.609573,-1.5312514,-24.42222,-27.34474
320,320,320,320,320,320,-24.946682,-21.921406,-25.568476,-2.3680785,-24.43335,-28.04078
321,321,321,321,321,321,-25.26778,-18.736708,-26.16263,-2.9319644,-25.110355,-28.236649
322,322,322,322,322,322,-25.795605,-21.90021,-26.804638,-3.088713,-24.69036,-28.69993
323,323,323,323,323,323,-26.661287,-20.624651,-27.146019,-4.9126287,-25.593311,-28.822847
324,324,324,324,324,324,-26.51548,-21.951008,-27.126604,-5.948663,-26.172556,-29.170025
325,325,325,325,325,325,-26.753996,-22.006449,-26.996279,-7.7407193,-26.586927,-28.91528
326,326,326,326,326,326,-26.912498,-23.35391,-27.233767,-6.3865614,-26.909159,-29.208387
327,327,327,327,327,327,-27.493694,-22.62194,-27.549913,-7.9533997,-26.956425,-29.619804
328,328,328,328,328,328,-28.410929,-24.201141,-27.84038,-9.549778,-27.93789,-29.560009
329,329,329,329,329,329,-28.697285,-22.27,-28.171766,-10.977065,-27.923326,-29.860678
330,330,330,330,330,330,-29.172625,-22.673317,-28.304344,-12.926131,-27.754953,-29.95242
331,331,331,331,331,331,-29.265713,-24.68903,-28.781275,-12.758397,-28.194164,-30.120384
332,332,332,332,332,332,-29.802416,-24.877613,-29.137585,-15.552575,-27.846592,-30.395208
333,333,333,333,333,333,-30.020462,-25.348438,-29.45827,-12.639958,-28.139273,-30.335876
334,334,334,334,334,334,-30.403875,-26.689606,-29.5493,-14.316838,-29.293137,-30.60258
335,335,335,335,335,335,-30.407614,-26.327728,-29.612486,-12.975764,-28.9029,-30.386574
336,336,336,336,336,336,-30.511795,-26.14738,-29.637133,-15.249523,-29.356602,-30.715092
337,337,337,337,337,337,-30.690111,-27.106113,-30.037687,-17.573717,-27.883722,-30.909992
338,338,338,338,338,338,-30.966751,-26.545658,-30.159058,-17.080587,-29.762865,-31.090483
339,339,339,339,339,339,-31.321026,-26.575224,-30.304787,-17.394869,-29.526203,-31.365866
340,340,340,340,340,340,-31.436687,-26.51258,-30.60098,-18.248274,-30.04561,-31.355478
341,341,341,341,341,341,-31.618092,-28.836552,-30.431879,-16.058012,-30.889393,-31.537931
342,342,342,342,342,342,-31.573675,-28.644245,-30.858667,-18.7366,-30.662588,-31.844225
343,343,343,343,343,343,-31.461826,-28.428127,-30.808338,-18.402695,-30.646729,-31.82232
344,344,344,344,344,344,-31.594278,-29.142387,-31.222057,-18.859135,-30.11942,-31.94313
345,345,345,345,345,345,-31.81282,-28.633415,-31.479914,-18.344244,-30.34983,-32.470215
346,346,346,346,346,346,-31.641926,-29.967854,-32.1964,-17.658773,-31.57337,-32.386948
347,347,347,347,347,347,-32.113316,-31.204649,-31.841753,-19.965038,-31.434837,-32.284184
348,348,348,348,348,348,-31.952795,-30.918915,-31.908216,-22.435728,-31.291174,-31.578773
349,349,349,349,349,349,-32.13032,-31.267132,-31.989737,-23.320726,-32.72611,-32.26037
350,350,350,350,350,350,-32.083042,-32.574646,-32.067825,-23.94226,-31.247984,-32.384018
351,351,351,351,351,351,-32.312515,-31.613054,-31.504337,-21.806246,-31.856256,-32.5529
352,352,352,352,352,352,-32.500088,-31.7928,-31.573391,-22.086163,-31.376726,-32.551273
353,353,353,353,353,353,-32.734562,-32.04197,-31.88162,-23.075645,-31.442358,-32.65736
354,354,354,354,354,354,-32.5005,-32.633713,-31.456966,-21.240143,-29.966497,-32.333317
355,355,355,355,355,355,-32.350437,-31.793657,-31.385094,-22.96162,-31.404833,-32.49853
356,356,356,356,356,356,-32.13046,-32.356823,-31.201128,-20.261608,-31.053886,-32.44244
357,357,357,357,357,357,-32.479717,-32.85601,-31.497635,-17.353884,-31.150862,-31.968855
358,358,358,358,358,358,-32.423477,-33.738766,-31.145836,-18.478683,-30.762672,-32.15748
359,359,359,359,359,359,-32.342728,-33.431133,-30.68297,-14.263508,-31.086266,-31.753862
360,360,360,360,360,360,-32.288803,-34.25173,-30.23031,-15.649134,-30.792,-31.361183
361,361,361,361,361,361,-32.33879,-33.948006,-30.680454,-18.554863,-30.718988,-32.064507
362,362,362,362,362,362,-32.219036,-33.414143,-29.83171,-17.352856,-31.67209,-31.289358
363,363,363,363,363,363,-32.757423,-34.0913,-29.757576,-17.604088,-30.138262,-31.423578
364,364,364,364,364,364,-32.429054,-33.356426,-29.446795,-20.043076,-30.005419,-31.92906
365,365,365,365,365,365,-32.292656,-33.327324,-28.877447,-21.852411,-30.373354,-31.806608
366,366,366,366,366,366,-32.100822,-32.913403,-28.993837,-19.541815,-29.866428,-31.714191
367,367,367,367,367,367,-31.870188,-32.556587,-28.883896,-22.813015,-30.20081,-31.468655
368,368,368,368,368,368,-31.798323,-32.301395,-28.545643,-22.47819,-29.605843,-31.866396
369,369,369,369,369,369,-31.793722,-32.15825,-28.873873,-21.320017,-29.297163,-31.928831
370,370,370,370,370,370,-32.148945,-32.406673,-28.996668,-21.456059,-29.809813,-30.904924
371,371,371,371,371,371,-32.006195,-31.982058,-28.979166,-23.116232,-29.434986,-31.587988
372,372,372,372,372,372,-31.763548,-31.649357,-28.623383,-22.39576,-28.806553,-31.46012
373,373,373,373,373,373,-31.354109,-31.633774,-28.713257,-19.51575,-27.718708,-31.163982
374,374,374,374,374,374,-30.98684,-31.529572,-28.831963,-23.776749,-28.264658,-31.01535
375,375,375,375,375,375,-30.71721,-30.688267,-28.83009,-22.5338,-28.198792,-31.093267
376,376,376,376,376,376,-31.430876,-30.803898,-28.671053,-22.48045,-29.757607,-30.616226
377,377,377,377,377,377,-31.217508,-30.941343,-28.5514,-24.203695,-29.003756,-30.971992
378,378,378,378,378,378,-30.99136,-30.770239,-28.314316,-23.860554,-28.929842,-30.647429
379,379,379,379,379,379,-30.765646,-30.942596,-28.634604,-22.077383,-29.205328,-30.213135
380,380,380,380,380,380,-30.715113,-30.568169,-28.331114,-21.865238,-29.435738,-30.528465
381,381,381,381,381,381,-30.51535,-30.904242,-28.484768,-23.458017,-28.850874,-30.41421
382,382,382,382,382,382,-30.331612,-30.818249,-28.440756,-24.30954,-28.274982,-30.296078
383,383,383,383,383,383,-30.361689,-30.759407,-28.399437,-22.388823,-28.192501,-29.829695
384,384,384,384,384,384,-30.530186,-30.599478,-28.340567,-22.512592,-28.911564,-29.658678
385,385,385,385,385,385,-30.166393,-30.267654,-28.333614,-23.112051,-29.297548,-29.602541
386,386,386,386,386,386,-30.08665,-30.567421,-28.324295,-23.282686,-27.780785,-29.567495
387,387,387,387,387,387,-29.805483,-30.292583,-28.137701,-21.551613,-28.20138,-29.62527
388,388,388,388,388,388,-29.664589,-30.488876,-28.002302,-20.378698,-28.491655,-29.37823
389,389,389,389,389,389,-29.289309,-29.820694,-27.503702,-23.388653,-27.703182,-28.9276
390,390,390,390,390,390,-29.105255,-29.300486,-26.995209,-19.884954,-27.649904,-28.808992
391,391,391,391,391,391,-28.979918,-29.475494,-27.19141,-21.85786,-27.474588,-28.56896
392,392,392,392,392,392,-28.955439,-29.398706,-26.874292,-20.106642,-27.021254,-28.750563
393,393,393,393,393,393,-28.68957,-29.383299,-27.133615,-22.355318,-26.749327,-28.54081
394,394,394,394,394,394,-28.896927,-31.725647,-26.706936,-13.730521,-26.118855,-28.245941
395,395,395,395,395,395,-28.18811,-28.525415,-26.761295,-18.67839,-26.478645,-28.047234
396,396,396,396,396,396,-28.079203,-28.518671,-26.463015,-19.566814,-25.096056,-27.99764
397,397,397,397,397,397,-27.629787,-28.104687,-26.307856,-21.525831,-25.003899,-27.944122
398,398,398,398,398,398,-27.173864,-28.021,-26.186659,-21.67292,-25.093836,-27.658699
399,399,399,399,399,399,-26.608147,-27.223951,-26.354454,-21.255062,-24.934294,-27.415537
400,400,400,400,400,400,-26.806734,-27.376516,-26.05787,-20.360138,-23.702646,-27.314163
401,401,401,401,401,401,-26.511856,-26.84475,-25.663311,-19.385914,-23.581423,-27.051243
402,402,402,402,402,402,-26.117073,-26.504051,-25.546072,-18.889591,-24.152575,-26.801197
403,403,403,403,403,403,-25.838745,-25.65211,-25.537355,-19.997908,-23.310951,-26.381134
404,404,404,404,404,404,-25.512363,-25.758862,-25.333279,-20.05464,-23.20263,-26.239805
405,405,405,405,405,405,-25.44752,-25.858908,-25.445196,-19.142078,-22.138533,-26.0112
406,406,406,406,406,406,-25.22836,-25.858183,-25.33972,-16.506254,-21.018682,-25.725672
407,407,407,407,407,407,-25.378242,-25.520061,-25.374891,-18.406624,-21.073023,-25.47537
408,408,408,408,408,408,-24.998432,-25.040764,-25.29274,-18.330683,-21.147621,-25.185154
409,409,409,409,409,409,-24.895576,-24.897015,-25.04335,-17.104183,-21.269938,-24.857292
410,410,410,410,410,410,-24.440395,-24.47417,-24.678757,-17.284575,-21.025093,-24.820393
411,411,411,411,411,411,-24.269724,-24.041443,-24.743834,-15.819735,-20.34049,-24.34559
412,412,412,412,412,412,-23.995014,-24.17229,-24.43343,-13.741637,-21.04012,-24.424274
413,413,413,413,413,413,-23.565722,-23.843578,-24.127554,-13.579719,-20.73684,-23.91097
414,414,414,414,414,414,-23.485392,-23.61389,-23.770796,-12.8323765,-21.06726,-23.794489
415,415,415,415,415,415,-23.295422,-23.88074,-23.156652,-10.212291,-20.96949,-23.549486
416,416,416,416,416,416,-23.155916,-23.063047,-22.725132,-10.976697,-19.6564,-23.065342
417,417,417,417,417,417,-22.717718,-22.6863,-22.331602,-8.78694,-20.470116,-23.062315
418,418,418,418,418,418,-22.340105,-22.495216,-22.01974,-9.713561,-18.491926,-22.787092
419,419,419,419,419,419,-22.283564,-22.56639,-22.137249,-8.771188,-19.011965,-22.601078
420,420,420,420,420,420,-21.656168,-22.045591,-21.997868,-7.320837,-19.397633,-22.211458
421,421,421,421,421,421,-21.715559,-21.846117,-21.335503,-7.2679853,-13.975059,-22.148153
422,422,422,422,422,422,-21.557207,-21.486893,-21.128704,-8.258594,-19.411833,-22.142242
423,423,423,423,423,423,-21.199759,-21.05515,-20.415945,-6.566027,-19.89699,-21.986109
424,424,424,424,424,424,-21.334051,-21.148659,-20.393541,-7.392616,-18.484295,-21.876028
425,425,425,425,425,425,-20.794413,-21.090895,-20.532549,-6.407385,-12.249135,-21.433405
426,426,426,426,426,426,-20.426954,-20.721037,-20.301111,-5.0750093,-16.604511,-21.326141
427,427,427,427,427,427,-20.072395,-20.737099,-20.075283,-6.6745877,-14.998396,-21.40721
428,428,428,428,428,428,-19.814152,-20.136715,-19.80878,-2.2710617,-17.628565,-20.785833
429,429,429,429,429,429,-19.804567,-20.223106,-19.49966,-5.115007,-14.696573,-20.9481
430,430,430,430,430,430,-19.347286,-19.759365,-19.625412,-5.0839486,-15.470806,-20.628311
431,431,431,431,431,431,-19.478285,-19.520632,-19.565248,-3.5456107,-15.787549,-20.439014
432,432,432,432,432,432,-19.353148,-19.316784,-19.537527,-2.9540422,-16.303053,-20.186321
433,433,433,433,433,433,-19.126215,-19.42815,-19.217302,-3.4707024,-15.919477,-20.049011
434,434,434,434,434,434,-19.20685,-19.40784,-19.224556,-4.46268,-15.842387,-19.827993
435,435,435,435,435,435,-18.8695,-19.066269,-18.789438,-2.8025281,-16.366268,-19.65362
436,436,436,436,436,436,-18.788565,-18.994621,-18.4239,-3.3966982,-15.6213045,-19.668161
437,437,437,437,437,437,-18.608223,-18.80047,-18.289766,-3.487953,-15.968433,-19.502773
438,438,438,438,438,438,-18.466465,-18.895302,-18.206493,-2.4603817,-15.535948,-19.29929
439,439,439,439,439,439,-18.052025,-18.351542,-17.925423,-2.9785156,-14.773796,-19.028708
440,440,440,440,440,440,-18.05787,-18.278805,-17.816984,-2.3115518,-14.907749,-18.998178
441,441,441,441,441,441,-16.786066,-18.097517,-17.346529,-1.2499745,-13.30228,-18.85168
442,442,442,442,442,442,-17.719551,-17.668213,-17.486517,-2.233843,-13.827542,-18.620876
443,443,443,443,443,443,-17.47437,-17.4852,-17.240845,-0.9568911,-13.769921,-18.581005
444,444,444,444,444,444,-17.438309,-17.654589,-17.00137,-0.3394813,-14.591857,-18.36978
445,445,445,445,445,445,-17.329756,-17.564783,-16.790155,-0.32234862,-13.932792,-18.218277
446,446,446,446,446,446,-17.059065,-17.352894,-16.59959,1.1220374,-7.375317,-18.153866
447,447,447,447,447,447,-16.815567,-17.135664,-16.566975,0.6364933,-14.106905,-17.947134
448,448,448,448,448,448,-16.684258,-16.637863,-16.556458,-0.7488141,-13.483884,-17.831064
449,449,449,449,449,449,-16.810059,-16.96165,-16.20904,0.28096068,-12.679049,-17.742973
450,450,450,450,450,450,-16.269674,-16.39301,-16.260405,0.5431861,-10.657968,-17.489637
451,451,451,451,451,451,-16.120642,-16.245024,-16.053047,0.63340014,-12.708156,-17.589321
452,452,452,452,452,452,-16.369112,-16.010155,-16.12751,-0.64448255,9.42445,-17.126587
453,453,453,453,453,453,-16.070093,-16.270557,-15.933241,1.7379841,-11.907747,-17.189419
454,454,454,454,454,454,-15.772007,-15.694927,-15.775722,2.0737185,-11.719558,-17.252117
455,455,455,455,455,455,-15.68961,-15.799535,-15.480613,2.1462774,8.696205,-17.007814
456,456,456,456,456,456,-15.585113,-15.883206,-15.342241,1.8600371,-6.9706454,-16.795399
457,457,457,457,457,457,-15.770616,-16.048155,-15.111162,1.7164841,10.4165535,-16.563217
458,458,458,458,458,458,-15.72275,-15.413343,-15.0755005,2.6039863,-2.8849318,-16.377163
459,459,459,459,459,459,-15.469378,-15.569475,-14.817714,2.6534734,-3.511196,-16.56975
460,460,460,460,460,460,-14.961166,-15.137195,-14.921587,2.2744625,-5.0380282,-16.106838
461,461,461,461,461,461,-14.872174,-14.955405,-14.529091,2.5389566,2.5029905,-15.939944
462,462,462,462,462,462,-14.702524,-14.729743,-14.880061,2.6779966,-8.608971,-15.925199
463,463,463,463,463,463,-14.622194,-14.385801,-14.754652,2.565199,-7.968096,-15.765086
464,464,464,464,464,464,-14.482077,-14.306173,-14.6293745,2.4887495,-7.926464,-15.766647
465,465,465,465,465,465,-14.539672,-14.236333,-14.29157,2.479132,0.36334658,-15.597451
466,466,466,466,466,466,-14.292048,-14.145799,-14.2436905,2.7018752,-4.9753227,-15.3061495
467,467,467,467,467,467,-14.339298,-14.321738,-14.44936,2.7786572,17.865433,-15.73069
468,468,468,468,468,468,-14.2819195,-13.744801,-13.964234,2.6213498,6.2922063,-15.216981
469,469,469,469,469,469,-14.030733,-13.490289,-13.821002,2.507251,3.969598,-15.032825
470,470,470,470,470,470,-13.800401,-13.42253,-13.597722,2.0930803,-0.38770974,-14.88856
471,471,471,471,471,471,-13.713385,-13.286524,-13.224884,2.2137482,9.304867,-14.682348
472,472,472,472,472,472,-13.672889,-13.01652,-13.433372,2.6576278,3.8670685,-14.739954
473,473,473,473,473,473,-13.400901,-12.941797,-13.216919,2.540115,14.7658825,-14.6308975
474,474,474,474,474,474,-13.350157,-12.85797,-13.12076,2.357603,5.2001357,-14.37668
475,475,475,475,475,475,-13.150499,-12.399086,-12.705812,2.2984848,7.8750243,-14.240773
476,476,476,476,476,476,-13.170274,-12.782725,-12.466465,2.6313038,10.351155,-14.288408
477,477,477,477,477,477,-12.96215,-11.9249,-12.38102,2.4000084,5.853108,-13.838198
478,478,478,478,478,478,-12.823479,-12.573208,-12.250647,2.4592083,8.863132,-13.978332
479,479,479,479,479,479,-12.691925,-12.221439,-12.019374,2.4924607,8.524909,-13.605595
480,480,480,480,480,480,-12.485104,-11.911228,-11.857058,2.5098643,5.0066476,-13.541624
481,481,481,481,481,481,-12.244676,-11.880728,-12.022433,2.648408,5.3508325,-13.244255
482,482,482,482,482,482,-12.189638,-11.95378,-11.671842,2.7165697,3.6786726,-13.251612
483,483,483,483,483,483,-12.158671,-11.7976055,-11.620294,2.8162012,7.5393844,-13.138664
484,484,484,484,484,484,-11.997312,-11.764761,-11.485586,2.9250596,9.952895,-13.032683
485,485,485,485,485,485,-11.6651945,-11.482485,-11.315463,2.931825,9.099031,-12.75953
486,486,486,486,486,486,-11.578741,-11.507665,-11.305852,2.5857444,7.573765,-12.723178
487,487,487,487,487,487,-11.376812,-11.06034,-11.239483,2.6359644,7.8801947,-12.687969
488,488,488,488,488,488,-11.044582,-11.186144,-11.042258,3.006111,7.011272,-12.570365
489,489,489,489,489,489,-11.044173,-11.18446,-11.019336,2.7629728,5.6653743,-12.185598
490,490,490,490,490,490,-10.748712,-10.904903,-11.015394,2.767651,3.3098314,-12.245405
491,491,491,491,491,491,-10.802955,-10.780606,-10.798966,2.7222989,4.20502,-11.841323
492,492,492,492,492,492,-10.5520315,-10.877524,-10.701163,2.9094176,5.833268,-11.912401
493,493,493,493,493,493,-10.572432,-10.701181,-10.728529,2.809941,1.8286936,-11.736896
494,494,494,494,494,494,-10.434135,-10.733746,-10.232655,2.466709,-1.8399734,-11.433027
495,495,495,495,495,495,-10.312136,-10.798155,-10.40441,2.7161467,-2.932148,-11.370067
496,496,496,496,496,496,-10.322999,-10.34268,-10.269313,2.801164,-0.6895161,-11.318529
497,497,497,497,497,497,-10.357607,-10.366236,-9.957118,2.8131447,-5.0634565,-11.00528
498,498,498,498,498,498,-10.345929,-10.337615,-9.771221,2.7004464,-6.920572,-10.884572
499,499,499,499,499,499,-10.2534275,-10.306304,-9.987151,2.6670127,-5.982567,-10.75648
500,500,500,500,500,500,-10.090374,-10.842694,-9.566127,2.4790683,-6.7493153,-10.722228
501,501,501,501,501,501,-9.785773,-10.004273,-9.518711,2.2233706,-4.4295077,-10.625221
502,502,502,502,502,502,-9.579401,-10.024991,-9.734985,2.4749815,-3.3378377,-10.345849
503,503,503,503,503,503,-9.649524,-10.144907,-9.396813,2.4009347,-1.8255509,-10.397508
504,504,504,504,504,504,-9.276117,-10.006768,-9.218304,2.4783952,-0.89793825,-10.702212
505,505,505,505,505,505,-9.005232,-9.806799,-9.115188,2.3756568,0.9158666,-10.402596
506,506,506,506,506,506,-8.950486,-9.716377,-8.440026,2.237441,-0.28704664,-10.12964
507,507,507,507,507,507,-8.231515,-9.57225,-8.74028,1.9922491,-0.7708493,-9.911588
508,508,508,508,508,508,-8.843387,-9.421074,-8.146842,1.9373152,-0.5086615,-10.235474
509,509,509,509,509,509,-8.838786,-9.461256,-8.1301365,2.0528522,-0.9199086,-9.8896475
510,510,510,510,510,510,-8.828942,-9.372455,-7.971137,2.367055,1.6445917,-9.427556
511,511,511,511,511,511,-8.742049,-9.019022,-7.749407,2.3300548,-0.9471141,-9.640315
512,512,512,512,512,512,-8.1168375,-9.343572,-7.544765,2.3757505,2.4601552,-9.25019
513,513,513,513,513,513,-8.25923,-8.753027,-7.452696,2.1599724,4.9369454,-8.840798
514,514,514,514,514,514,-8.170049,-8.170289,-7.297068,2.3339963,11.367023,-8.49488
515,515,515,515,515,515,-7.9924564,-8.488,-7.138802,2.211972,5.4645386,-8.7348175
516,516,516,516,516,516,-7.90752,-8.834517,-7.1130986,1.8652064,3.1454988,-8.899571
517,517,517,517,517,517,-7.9783,-8.559128,-7.196882,2.1944053,6.982431,-8.658644
518,518,518,518,518,518,-7.784783,-8.241934,-6.9328804,1.9608473,6.9319925,-8.554332
519,519,519,519,519,519,-7.857882,-7.3000937,-6.842252,2.1380835,11.990162,-8.603539
520,520,520,520,520,520,-7.60766,-7.011152,-6.795089,2.1016264,11.926751,-8.383963
521,521,521,521,521,521,-7.4450355,-7.2157326,-6.7046485,2.2398508,12.874517,-8.160173
522,522,522,522,522,522,-7.364405,-7.272348,-6.7919497,1.5214912,12.860478,-8.294717
523,523,523,523,523,523,-7.3076916,-7.464404,-6.747146,1.7000587,14.314738,-8.040749
524,524,524,524,524,524,-7.2849135,-7.8864913,-6.975022,1.4963219,15.102426,-8.176437
525,525,525,525,525,525,-7.2175117,-7.7884727,-6.6313863,1.5029882,15.62809,-8.115346
526,526,526,526,526,526,-7.0536923,-7.442329,-6.5169997,1.4704466,15.967503,-7.767675
527,527,527,527,527,527,-7.0382524,-7.426857,-6.339315,1.5031422,17.03135,-7.824207
528,528,528,528,528,528,-7.145773,-7.342038,-6.444327,2.0739338,17.108149,-7.6627436
529,529,529,529,529,529,-6.8177333,-7.1287913,-6.1391225,1.7753402,17.783976,-7.4011655
530,530,530,530,530,530,-6.6736355,-6.910734,-5.552414,1.1956233,19.146187,-7.452559
531,531,531,531,531,531,-6.8215656,-6.2564774,-5.7712426,1.759313,19.044416,-7.3361044
532,532,532,532,532,532,-6.5526,-6.6759048,-5.6014323,1.738904,19.51983,-7.16208
533,533,533,533,533,533,-6.4843965,-7.0179663,-5.585757,1.7379706,18.73535,-7.4161696
534,534,534,534,534,534,-6.496147,-6.892286,-5.733273,2.0589287,17.529222,-6.927086
535,535,535,535,535,535,-6.705363,-7.060912,-5.7425117,2.0795,18.10007,-6.9982495
536,536,536,536,536,536,-6.613135,-7.107856,-5.989235,2.0842955,17.203152,-7.1857367
537,537,537,537,537,537,-6.565787,-7.2671723,-5.712828,2.138755,17.747622,-7.0268507
538,538,538,538,538,538,-7.063792,-7.3862567,-5.5030556,1.6146268,16.277225,-6.5443544
539,539,539,539,539,539,-6.641831,-7.598882,-6.2413726,1.8872482,16.981653,-6.8166714
540,540,540,540,540,540,-6.8865337,-7.2998137,-5.408499,1.5616397,18.155626,-6.811786
541,541,541,541,541,541,-6.944288,-7.1701274,-5.6917596,1.3990664,16.871714,-6.458749
542,542,542,542,542,542,-6.8332634,-6.9216404,-5.804345,1.5493438,16.378157,-6.2986565
543,543,543,543,543,543,-6.6869664,-6.9813347,-5.659914,1.3267727,16.499695,-6.198811
544,544,544,544,544,544,-6.540781,-6.6647115,-6.240936,1.0462974,15.8636055,-5.9027915
545,545,545,545,545,545,-6.3407207,-6.6191826,-5.966958,0.8935304,16.57837,-5.938351
546,546,546,546,546,546,-6.518843,-6.280878,-5.643263,0.99222624,15.64034,-5.8329883
547,547,547,547,547,547,-6.5244017,-6.4035177,-5.940442,0.93539864,15.934991,-5.618463
548,548,548,548,548,548,-6.430728,-6.3674645,-5.491826,0.8775269,16.136549,-5.5696645
549,549,549,549,549,549,-6.3754973,-6.2391353,-5.3828874,0.89101523,15.800122,-5.4705486
550,550,550,550,550,550,-6.1448607,-6.2172003,-4.726123,0.62896305,14.723925,-5.3960123
551,551,551,551,551,551,-5.972282,-5.996768,-4.5367837,0.986202,15.704045,-5.3848033
552,552,552,552,552,552,-5.7766128,-5.824794,-4.999942,0.558417,13.903449,-5.4190226
553,553,553,553,553,553,-5.6427846,-5.615232,-4.774,0.6991783,12.777384,-5.3300037
554,554,554,554,554,554,-5.4243083,-5.330727,-4.284001,0.6847038,10.998991,-5.1225343
555,555,555,555,555,555,-5.268239,-5.288894,-4.084883,0.7193623,10.373326,-5.185591
556,556,556,556,556,556,-4.894917,-5.153292,-3.7145076,0.86944336,11.147315,-4.8794694
557,557,557,557,557,557,-4.881364,-4.9037437,-4.036617,0.95749044,10.895974,-4.8237014
558,558,558,558,558,558,-4.7232447,-5.1052747,-3.5727093,0.8859186,9.8317995,-4.968263
559,559,559,559,559,559,-4.8991785,-4.810775,-3.846513,0.8020511,10.63942,-4.7257333
