,lr_history,train_total_loss_hist,train_trans_loss_hist,train_rot_loss_hist,train_hitch_loss_hist,train_acc_yaw_loss_hist,train_epoch_loss_history,rmse_train_history,val_total_loss_hist,val_trans_loss_hist,val_rot_loss_hist,val_hitch_loss_hist,val_acc_yaw_loss_hist,val_epoch_loss_history,rmse_val_history
0,4.844961240310078e-08,4.8755293,3.7446787,0.0043290425,0.07079323,0.21114567,0.11594066,[0.6439828  0.05374299 0.86983114 7.2174325  5.998204  ],0.08361134,0.008871833,0.0002083361,0.023738496,0.010158535,0.026495842,[0.09064955 0.03538217 0.6541423  5.6893034  4.5351577 ]
1,9.689922480620156e-08,3.2239094,1.8163638,0.005732056,0.0018483119,0.27999306,0.013446704,[0.1405934  0.03499841 0.60141045 3.5659428  4.134879  ],0.025895793,0.0022237827,6.2105115e-05,0.010360184,0.002649944,0.008825875,[0.07899395 0.02124283 0.40348458 2.289338   2.7412848 ]
2,1.4534883720930232e-07,4.26632,1.9685321,0.008628326,0.20693824,0.41644424,0.0025154878,[0.10823078 0.02958337 0.4728282  3.96427    3.21883   ],0.043740794,0.0060816538,0.000105230996,0.011885637,0.005133654,0.00094351004,[0.07832593 0.01430119 0.24790432 2.1417193  1.6533737 ]
3,1.9379844961240311e-07,4.1532187,2.5203428,0.00663395,0.011982472,0.3228519,0.00053809205,[0.07347019 0.02800847 0.36577752 1.8624855  2.4530036 ],0.036248356,0.00643162,9.823132e-05,0.005856975,0.0047723064,0.01981516,[0.08192015 0.0164282  0.35498592 1.5592465  2.402975  ]
4,2.422480620155039e-07,4.247412,2.94677,0.004982641,0.07761757,0.2436084,0.00044463648,[0.06194446 0.02255313 0.29625842 1.2969086  1.952861  ],0.047943063,0.0038165515,0.00015474693,0.0064061987,0.0075131133,0.008680221,[0.06511582 0.0143345  0.23181093 1.1610429  1.5232189 ]
5,2.9069767441860464e-07,3.6334271,2.6641173,0.0039291135,0.011171205,0.19084193,0.007984417,[0.05306361 0.02168253 0.27100843 1.288674   1.7679089 ],0.039905697,0.0039986535,0.00013139895,0.0036338624,0.0064283563,0.0035041599,[0.07856844 0.01982063 0.3007414  1.0322564  2.0323336 ]
6,3.3914728682170546e-07,3.3502083,1.7807059,0.006384033,0.0045352834,0.31171662,0.001327684,[0.05583499 0.0209383  0.2425374  0.9918366  1.5674254 ],0.05897143,0.004979459,0.00019158763,0.008179758,0.009124125,0.023952762,[0.06133128 0.01929674 0.2412863  0.9615317  1.5860982 ]
7,3.8759689922480623e-07,4.229542,2.6825097,0.0062545324,0.0135140065,0.30545276,0.0022698634,[0.04448467 0.01930781 0.20740609 0.9317239  1.3116593 ],0.026803153,0.004125375,7.90258e-05,0.0033520968,0.0038493308,0.003962064,[0.07453111 0.01980667 0.27703756 1.3495412  1.835666  ]
8,4.36046511627907e-07,3.9614062,2.3939316,0.00640172,0.002800701,0.31165445,0.00057667366,[0.05815781 0.02038956 0.19763044 0.99354583 1.2435673 ],0.040521078,0.0029980822,0.00012543131,0.006838537,0.0061118053,0.02811705,[0.1142791  0.02007502 0.31046256 0.85186076 2.0417438 ]
9,4.844961240310078e-07,3.727272,2.5025516,0.004742808,0.061762847,0.23164298,0.0018490971,[0.03449737 0.01845599 0.19662927 0.8182681  1.2459933 ],0.028673293,0.0035550192,9.6621014e-05,0.0014959832,0.004705134,0.009632803,[0.12772219 0.01768363 0.30554187 0.9968751  2.0352602 ]
