,lr_history,train_total_loss_hist,train_trans_loss_hist,train_rot_loss_hist,train_hitch_loss_hist,train_acc_yaw_loss_hist,train_epoch_loss_history,rmse_train_history,val_total_loss_hist,val_trans_loss_hist,val_rot_loss_hist,val_hitch_loss_hist,val_acc_yaw_loss_hist,val_epoch_loss_history,rmse_val_history
0,2e-08,40.332848,0.8628399,0.00336279,0.056418717,0.12801583,0.3771912,[ 0.9391168  0.0740606  1.1717653 11.734709   5.532735 ],0.10712788,0.0033614743,6.840476e-06,0.015100812,0.0002887115,0.25543144,[0.13211322 0.02605789 0.41746014 7.8537207  2.783293  ]
1,4e-08,48.944912,1.8451612,0.0035558809,0.23417732,0.1526627,0.3009746,[0.23056763 0.03466129 0.6182044  5.4475355  3.6148376 ],0.41779926,0.0010056582,2.8280487e-05,0.016084548,0.0013074164,0.35255843,[0.16362849 0.02427243 0.36589438 7.5065346  2.4421563 ]
2,6.000000000000001e-08,74.32819,1.0152184,0.0054021827,0.19155759,0.23833588,0.05435859,[0.18807612 0.03422419 0.53833634 4.989363   3.11175   ],0.5499873,0.0014901558,3.8889208e-05,0.02643881,0.0017013054,1.5868475,[0.08364044 0.03224093 0.6099889  8.642572   4.2123713 ]
3,8e-08,62.6045,2.4751682,0.004986131,0.080050185,0.19517815,0.13163285,[0.16449574 0.02963622 0.5124692  3.6042461  3.040222  ],0.13573045,0.040298413,6.3448283e-06,0.006371631,0.00029052317,0.52480054,[0.13745466 0.01766532 0.3053266  2.7710586  2.0294456 ]
4,1.0000000000000001e-07,98.23692,2.4714177,0.0077534597,0.062075157,0.311258,0.38000968,[0.15347655 0.02902902 0.4340256  3.413643   2.4347427 ],0.2267343,0.0015684678,1.6619977e-05,0.0030938357,0.00072362,0.13181737,[0.37172088 0.02343066 0.38592687 2.4330332  2.6226325 ]
5,1.2000000000000002e-07,40.11818,2.2779222,0.00329345,0.1636664,0.122295186,0.032549806,[0.1419991  0.02411701 0.38347763 2.53929    2.1453948 ],0.67129445,0.0015517463,4.4030072e-05,0.03123229,0.0020843379,0.053234033,[0.11434752 0.01573516 0.25440753 2.3051393  1.6553447 ]
6,1.4e-07,95.080284,2.6795225,0.0067042354,0.023330549,0.30122054,0.33640662,[0.16008206 0.02742016 0.36160356 2.5408742  1.987116  ],1.1657822,0.004872532,7.5675336e-05,0.051534556,0.0036222418,0.5920259,[0.46090487 0.02919553 0.32161534 2.452268   2.181972  ]
7,1.6e-07,54.814137,2.1428123,0.0043250015,0.11048022,0.17087781,0.10907248,[0.15799573 0.02582144 0.3265297  2.2775404  1.7644315 ],0.6545258,0.047732007,4.0681953e-05,0.014677229,0.0019330401,0.14677407,[0.31318063 0.0136757  0.27526772 1.7826797  1.8587898 ]
8,1.8e-07,54.002666,1.6618918,0.0037579287,0.01290118,0.17066832,0.04342353,[0.09147272 0.02220818 0.30560514 1.8204758  1.653754  ],0.9101121,0.0014543196,6.20188e-05,0.047821783,0.0028074344,0.019898785,[0.09135377 0.01386318 0.1297946  1.6316602  0.7337041 ]
9,2.0000000000000002e-07,35.23652,1.0207138,0.0030111908,0.015072906,0.11099125,0.05079027,[0.08315983 0.02134819 0.29409036 1.5995736  1.580776  ],1.6753858,0.0017034995,0.000113646835,0.020070989,0.0053983913,0.24755695,[0.14699493 0.01571604 0.16451778 2.1095     0.9909313 ]
10,2.2e-07,8.276464,0.34224194,0.0011098858,0.22978334,0.024571577,0.058497634,[0.07894913 0.02151761 0.27728415 1.89289    1.4646095 ],2.081955,0.0016213878,0.0001417456,0.03112641,0.006688945,0.08895295,[0.2182233  0.01613097 0.18733612 2.4777005  1.2008605 ]
11,2.4000000000000003e-07,37.422783,2.3701887,0.0029311918,0.005544217,0.11389231,0.032247875,[0.11186163 0.02119446 0.25841823 1.2493535  1.3472939 ],0.05206068,0.023939364,3.22721e-06,0.0026749636,8.1593964e-05,0.11765858,[0.08426113 0.01598904 0.16356581 1.5709116  1.0001274 ]
12,2.6e-07,22.65679,0.30783826,0.0022579976,0.1875804,0.071613245,0.10724869,[0.07044542 0.01883481 0.23852251 1.3554944  1.2000974 ],0.2618443,0.0007315482,1.823728e-05,0.012427513,0.0008107135,0.010778891,[0.05973132 0.01339101 0.13367747 1.1248556  0.72741246]
13,2.8e-07,50.9733,0.7266892,0.004636408,0.17463355,0.16227019,0.071711004,[0.06636851 0.02207664 0.22634067 1.2999115  1.0759919 ],0.2782528,0.0030521783,1.870597e-05,0.009235347,0.000867845,0.21086146,[0.08403167 0.01242501 0.16011274 1.0530037  0.97359115]
14,3.0000000000000004e-07,12.848913,1.0633023,0.0018948339,0.17431886,0.036809474,0.075296484,[0.06852745 0.01997208 0.20965643 1.0959282  0.98374283],0.2918629,0.003336006,1.9125433e-05,0.0072923116,0.00091832323,0.0066671763,[0.06144484 0.01269133 0.12091035 1.2133505  0.6314076 ]
15,3.2e-07,35.789078,2.230708,0.0026824859,0.031485245,0.109073795,0.06711633,[0.06481315 0.01870237 0.19927517 0.7775782  0.9160707 ],1.1081673,0.005781066,7.420519e-05,0.017271902,0.0035428423,0.047475822,[0.06793317 0.01269086 0.19192092 1.177369   1.2311151 ]
16,3.4000000000000003e-07,22.823904,1.4120811,0.0023375165,0.21834964,0.06830739,0.16453835,[0.07018519 0.0175728  0.1910657  0.8096201  0.8599343 ],0.35626543,0.044330366,2.1892787e-05,0.025226394,0.00093380286,0.08700677,[0.14325345 0.01292469 0.15081306 1.832361   0.8847318 ]
17,3.6e-07,25.946693,1.646625,0.0020573293,0.036320757,0.07882183,0.015194158,[0.05670939 0.01685836 0.18325925 0.7884348  0.83996373],0.7630633,0.0034763443,4.9353395e-05,0.04023959,0.0023484712,0.05555984,[0.09528305 0.01382254 0.16509318 1.9716469  0.99289066]
18,3.8e-07,23.290857,1.4709195,0.0023434074,0.014595705,0.070341066,0.04188051,[0.04200791 0.0160702  0.16820633 0.65458035 0.7545296 ],0.5022409,0.0036402745,3.3430257e-05,0.0068994802,0.0016055736,0.01590748,[0.05392086 0.01222817 0.11255395 0.84132797 0.54742104]
19,4.0000000000000003e-07,24.928795,1.6974031,0.0027248329,0.0135474065,0.07466798,0.026069844,[0.03803162 0.0162853  0.1561644  0.6385994  0.6542769 ],1.0648847,0.0031017545,6.9941e-05,0.025765823,0.0033834495,0.030904952,[0.06214479 0.01188891 0.14487506 0.9885953  0.8333375 ]
20,4.2e-07,42.100513,0.3108886,0.0035656756,0.18486123,0.13511688,0.0082692,[0.04182121 0.01575591 0.15067883 0.6446564  0.6077798 ],0.30330357,0.043104157,2.0846035e-05,0.0060019274,0.0008264789,0.048301954,[0.07975684 0.01352648 0.14210331 1.0254552  0.8139962 ]
21,4.4e-07,7.5709896,2.1877503,0.0011566228,0.06380406,0.016574828,0.012393695,[0.03861731 0.01602206 0.14316492 0.51327467 0.55051404],1.1219827,0.002260537,6.939119e-05,0.10584933,0.003310185,0.01398718,[0.07492106 0.0129291  0.13402268 0.9032624  0.7232486 ]
22,4.6e-07,10.444115,1.3629136,0.0012593865,0.0030031716,0.029001275,0.060476825,[0.03682393 0.01587091 0.13540831 0.8130851  0.5006264 ],1.1241105,0.0023469718,9.682989e-05,0.02892191,0.0035459753,0.01177538,[0.06888627 0.01330855 0.13143973 0.7574784  0.7323906 ]
23,4.800000000000001e-07,5.361803,1.3755677,0.001053023,0.004622135,0.012219021,0.17464557,[0.03461214 0.01504062 0.13169223 0.48565006 0.48409134],0.33262393,0.0018018751,2.2627775e-05,0.0058465423,0.0010606239,0.036744498,[0.0465559  0.01237754 0.19835225 0.79549813 1.2615483 ]
24,5e-07,11.2557335,1.0687003,0.001445098,0.0063558808,0.032490492,0.0205791,[0.032699   0.01420456 0.12330846 0.37654796 0.4224636 ],6.5093307,0.0022797266,0.00045728267,0.09420225,0.02091888,0.083877265,[0.04792378 0.01290171 0.14907789 1.0312943  0.89005303]
25,5.2e-07,48.847332,1.9554403,0.0038671668,0.15972024,0.15190674,0.009560162,[0.03212462 0.01402733 0.11884329 0.34125328 0.3747566 ],0.24509759,0.00014085467,1.5675207e-05,0.022257818,0.00072665454,0.019195309,[0.07341392 0.01329153 0.13757652 0.8978594  0.7945088 ]
26,5.4e-07,8.6237755,2.1278763,0.001227878,0.15104412,0.01992164,0.010345128,[0.03184938 0.01337178 0.11299123 0.42903674 0.34921947],1.0016744,0.00088929443,6.956195e-05,0.01618693,0.0032124321,0.034029868,[0.04789838 0.01257168 0.12832396 0.78539634 0.7022576 ]
27,5.6e-07,8.924374,1.7196083,0.0015874797,0.19169505,0.02178942,0.013757239,[0.03112645 0.01343333 0.11309063 0.283834   0.33888403],0.36885253,0.034039207,2.3266943e-05,0.0145726325,0.001044202,0.0022385945,[0.06039043 0.01246484 0.13794175 0.9088179  0.7944512 ]
28,5.800000000000001e-07,44.894005,2.038933,0.0035139485,0.09133169,0.13903186,0.010851049,[0.03034021 0.01324083 0.10933237 0.2896833  0.3039505 ],0.24698368,0.0032035667,1.6488895e-05,0.0035193735,0.00078438025,0.014690617,[0.04828105 0.01234238 0.13815615 0.9584075  0.793552  ]
29,6.000000000000001e-07,62.85166,1.7183725,0.005042816,0.21155438,0.19802964,0.006715766,[0.02994868 0.0131984  0.10628285 0.27414015 0.28963226],0.37869945,0.021360582,2.5119867e-05,0.0035666851,0.0011541208,0.079280585,[0.05195888 0.01246408 0.12815715 0.8154934  0.70488065]
30,6.2e-07,14.181729,0.27135026,0.0020425867,0.15434937,0.043810844,,,1.5170687,0.0014824352,0.00010365839,0.037411883,0.0048235897,,
31,6.4e-07,3.1039586,0.82409644,0.0007446551,0.06148501,0.0066499347,,,1.0224692,0.0026351917,6.872015e-05,0.0032049168,0.0033200432,,
32,6.599999999999999e-07,13.276757,2.9468572,0.001488796,0.016950864,0.0328877,,,0.8459754,0.0018998939,5.3790165e-05,0.05431813,0.0025787344,,
33,6.800000000000001e-07,4.84575,0.71388775,0.0012980092,0.19509818,0.011824538,,,0.19410399,0.048006497,1.3228623e-05,0.0066460436,0.00045160952,,
34,7.000000000000001e-07,9.939711,1.3927457,0.0016032968,0.021392051,0.026815277,,,0.20761268,0.002337847,1.4974194e-05,0.0021596444,0.0006620764,,
35,7.2e-07,3.2327752,2.3719816,0.0005821892,0.23257867,0.0015118602,,,0.31688845,0.0011264597,2.1244776e-05,0.018269924,0.0009703954,,
36,7.4e-07,3.4475133,1.167379,0.000940464,0.003091007,0.0066496804,,,0.4018994,0.001435843,2.7075104e-05,0.0029416874,0.0012979978,,
37,7.6e-07,6.758373,3.1258214,0.00082699495,0.041641414,0.011142706,,,0.120867305,0.0021210453,7.730774e-06,0.009923803,0.00035501076,,
38,7.799999999999999e-07,7.81601,2.319391,0.0011585483,0.008843933,0.017134035,,,0.75959617,0.0010486466,5.041229e-05,0.009885463,0.002445128,,
39,8.000000000000001e-07,13.827208,3.4033396,0.002128372,0.026291823,0.032530215,,,0.67966735,0.0024598439,4.5887755e-05,0.016299032,0.0021571405,,
40,8.200000000000001e-07,2.029447,0.96124053,0.0007501042,0.07401755,0.0025638593,,,1.4576501,0.0040685753,0.00010616456,0.017190916,0.004681804,,
41,8.4e-07,5.437875,0.84220153,0.0010095708,0.010031751,0.0142759,,,3.8406034,0.0023009547,0.0002522628,0.08576227,0.012256204,,
42,8.6e-07,32.545723,1.6206002,0.0030866729,0.18521148,0.0993797,,,0.31766653,0.002666085,2.3488077e-05,0.00831646,0.0009987919,,
43,8.8e-07,10.065043,1.656507,0.001528112,0.20768723,0.025808051,,,2.4856346,0.002294378,0.00016967785,0.030533358,0.008006345,,
44,9e-07,6.11192,1.6988795,0.0010163167,0.0067612403,0.013671281,,,1.353745,0.0034927856,9.30599e-05,0.0029166932,0.0043980586,,
45,9.2e-07,3.3762264,0.7451213,0.0012122492,0.1060318,0.007204661,,,0.5611246,0.0009666075,3.7189733e-05,0.029986696,0.0017300481,,
46,9.4e-07,27.536358,1.7812304,0.0028021156,0.17686722,0.08245875,,,0.7685193,0.0042418027,5.1132596e-05,0.013939941,0.0024499926,,
47,9.600000000000001e-07,14.046301,1.939681,0.0017663516,0.035222758,0.03847164,,,0.12467734,0.04583331,7.037961e-06,0.0036411718,0.00024363823,,
48,9.8e-07,3.1772723,0.24908492,0.00096173293,0.16411182,0.008251852,,,0.11150226,0.0018791682,6.8467093e-06,0.011064019,0.00032168353,,
49,1e-06,7.535541,1.9493324,0.00097534456,0.03653528,0.017523566,,,0.71251774,0.0029456436,5.4695334e-05,0.0064657396,0.0022889925,,
50,1.0200000000000002e-06,4.223818,1.0720879,0.0009197223,0.12107495,0.009182461,,,0.60541147,0.0028444054,3.9768864e-05,0.014036408,0.001922,,
51,1.04e-06,14.867123,2.6784377,0.0017049806,0.022240065,0.038849838,,,0.20642671,0.028629843,5.105814e-05,0.008078071,0.00051467115,,
52,1.06e-06,8.265141,2.2706451,0.0009266787,0.2711333,0.018151196,,,0.23844464,0.037371926,1.6088094e-05,0.0050213137,0.0006374166,,
53,1.08e-06,16.685488,1.3784713,0.0019026179,0.24283263,0.048311327,,,0.1368446,0.0023813073,8.760162e-06,0.010138246,0.00040565667,,
54,1.1e-06,7.7607236,2.4573689,0.0009984742,0.0049168873,0.016662985,,,0.10064985,0.001639227,6.685275e-06,0.0034133557,0.00031197228,,
55,1.12e-06,12.622378,2.430642,0.0013086286,0.018015021,0.032603774,,,0.35830283,0.003679647,2.4612034e-05,0.0036214096,0.0011453938,,
56,1.14e-06,9.771268,1.9410772,0.0012544817,0.05336244,0.024668278,,,1.0552303,0.0016013283,6.978518e-05,0.019329447,0.00337788,,
57,1.1600000000000001e-06,8.351528,2.2306821,0.0011534938,0.09876957,0.018920092,,,0.23169664,0.0020769655,1.551695e-05,0.010762227,0.0007140079,,
58,1.18e-06,6.0459366,2.056397,0.000722025,0.16392119,0.012030035,,,0.39309508,0.0010594216,2.5187654e-05,0.04185808,0.0011420709,,
59,1.2000000000000002e-06,3.2455797,1.5437154,0.00077291013,0.02518127,0.004816034,,,0.25179294,0.0019632657,1.6625581e-05,0.009088548,0.00078584487,,
60,1.22e-06,4.962249,3.5264416,0.000848176,0.087616995,0.0036457912,,,0.10258836,0.0017667749,5.783627e-06,0.029591933,0.00023164856,,
61,1.24e-06,3.7737093,1.5595254,0.0006066844,0.1067302,0.0064181616,,,0.5358288,0.0037336804,3.5171848e-05,0.010452299,0.0017036377,,
62,1.26e-06,4.619866,2.9529784,0.000606854,0.005028512,0.0049326764,,,0.37797105,0.0006550092,2.4935776e-05,0.0147305485,0.0011836826,,
63,1.28e-06,7.206761,2.5660734,0.0013373379,0.07609419,0.013877974,,,1.7730205,0.003682333,0.00011964076,0.009326479,0.005747065,,
64,1.3e-06,8.961517,4.3061943,0.0012481436,0.0045023263,0.014254592,,,0.64543104,0.0014797113,4.204694e-05,0.018857768,0.0020415983,,
65,1.3199999999999999e-06,4.740292,3.4471183,0.0011700945,0.002708103,0.0031314571,,,0.6236158,0.065924734,3.828273e-05,0.005246876,0.0018031978,,
66,1.34e-06,3.9354744,2.0291727,0.0007525329,0.1165887,0.0052131773,,,0.5230634,0.0011378926,3.5136443e-05,0.014640743,0.0016558128,,
67,1.3600000000000001e-06,3.1423845,2.352998,0.00046105325,0.044576503,0.0020216478,,,0.2849223,0.00273437,1.6745726e-05,0.041833427,0.00078443595,,
68,1.38e-06,10.944008,2.5492036,0.0012523676,0.12141639,0.02632559,,,0.7937645,0.052523326,5.0101444e-05,0.0106431935,0.0023852251,,
69,1.4000000000000001e-06,2.5133765,1.2309281,0.0010855112,0.29743242,0.0021978756,,,0.41213214,0.0018421048,2.7183942e-05,0.012245386,0.0012996315,,
70,1.42e-06,7.3759212,1.9795653,0.0010399416,0.16737479,0.016389996,,,0.20400114,0.00274125,1.5357813e-05,0.0070361504,0.00063205464,,
71,1.44e-06,5.7524834,0.53900653,0.001346771,0.15427576,0.015517233,,,0.46461874,0.0013395525,3.0069008e-05,0.024792502,0.0014315533,,
72,1.46e-06,4.071241,0.22712828,0.0007153041,0.2300398,0.011331605,,,0.738864,0.0031420286,5.054504e-05,0.009263341,0.0023709838,,
73,1.48e-06,2.9531384,0.26679477,0.0010689104,0.21189944,0.007179236,,,0.36640367,0.002115456,2.4066749e-05,0.015567625,0.0011383352,,
74,1.5e-06,3.8450143,0.20302817,0.0010134956,0.346059,0.009972928,,,0.3693532,0.0016778532,2.5445805e-05,0.011021813,0.0011633993,,
75,1.52e-06,8.296619,0.6690967,0.0012431735,0.20453519,0.023500117,,,0.08470188,0.003452996,5.009365e-06,0.012736031,0.00022336682,,
76,1.54e-06,4.008583,1.2254089,0.0007901977,0.03586638,0.008367496,,,0.27738816,0.0035385343,1.860809e-05,0.003702952,0.0008818808,,
77,1.5599999999999999e-06,6.306473,0.2539361,0.0014220772,0.11261521,0.018377662,,,0.2673962,0.024426155,2.0742626e-05,0.004637205,0.00077370025,,
78,1.5800000000000001e-06,3.480211,2.4375916,0.0009322502,0.14386478,0.0020635985,,,1.3927094,0.0009686659,9.1849164e-05,0.03732983,0.0044228537,,
79,1.6000000000000001e-06,4.146743,1.7463257,0.0010548498,0.15374017,0.0064340727,,,0.5670769,0.002666151,3.9092796e-05,0.0073476196,0.0018177843,,
80,1.62e-06,10.728005,2.1094933,0.0013444523,0.018036718,0.0273238,,,0.16706644,0.021800982,9.906693e-06,0.0051278984,0.00045721847,,
81,1.6400000000000002e-06,3.4116626,0.8154086,0.00085732184,0.11027948,0.0074292608,,,0.45085207,0.023027224,6.395735e-05,0.0052995617,0.0013444603,,
82,1.66e-06,5.50313,2.6883643,0.00075864955,0.007132957,0.008600127,,,3.1480582,0.0015619962,0.00021119816,0.05413158,0.010096683,,
83,1.68e-06,6.078761,1.1404065,0.001028724,0.1520383,0.014925663,,,0.12040454,0.00272663,8.247666e-06,0.0071066627,0.00036032317,,
84,1.7e-06,2.9441233,0.6578123,0.0008157581,0.16495767,0.00625542,,,0.55764866,0.043528073,3.3998844e-05,0.033205975,0.0015690498,,
85,1.72e-06,4.6622195,3.7235274,0.00043800546,0.006201242,0.0026702974,,,0.22774377,0.0021281766,1.5524434e-05,0.008714862,0.00070747803,,
86,1.74e-06,4.132264,2.1437051,0.00063086697,0.006127413,0.0059772385,,,3.3244972,0.006276315,0.00027562835,0.0033143521,0.01077406,,
87,1.76e-06,4.4586954,1.6389251,0.000899194,0.021753585,0.008427529,,,1.63628,0.0017862223,0.00010968097,0.02426048,0.005257763,,
