,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,0.1003774106502533,2.935601,2.7046804,2.7046804,2.492331
1,0.006835191044956446,2.6874516,2.4571996,2.4571996,2.457029
2,0.018999166786670685,3.058115,2.958147,2.958147,2.7003968
3,0.16721758246421814,1.5464538,1.5117897,1.5117897,1.4675319
4,0.561765193939209,1.1026297,1.1303465,1.1303465,1.0977005
5,0.0032050826121121645,0.8123204,0.80421656,0.80421656,0.80288506
6,0.25756722688674927,1.1102631,1.1572062,1.1572062,1.1089513
7,0.04222090542316437,0.8560574,0.940604,0.940604,0.9147086
8,0.029028605669736862,0.83062327,0.8353001,0.8353001,0.80167735
9,0.023470457643270493,0.68054765,0.7074203,0.7074203,0.7030592
