,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,6.435274124145508,1.7159148,1.7165092,1.7165092,1.5947176
1,0.024661513045430183,1.735947,1.7716682,1.7716682,1.7716252
2,4.473379611968994,1.2296045,1.3996565,1.3996565,1.3179531
3,0.09832301735877991,1.2401268,1.3147185,1.3147185,1.2805696
4,0.5681464076042175,1.4841006,1.5180663,1.5180663,1.2168978
5,0.36392852663993835,0.6693028,0.67019176,0.67019176,0.59848386
6,0.10767938196659088,0.44054082,0.49528715,0.49528715,0.4945723
7,0.023727217689156532,0.36933637,0.3906798,0.3906798,0.38657013
8,20.25751495361328,0.60558414,0.6104714,0.6104714,0.5662638
9,0.02737107314169407,0.35863033,0.40657407,0.40657407,0.4061677
