10_0_N,10_0_P,20_10_N,20_10_P,30_20_N,30_20_P,50_30_N,50_30_P
-0.34299543,-0.1187769,-1.6203487,0.027024496,-1.0911671,-0.9694087,-2.217291,-0.7554189
0.5679188,-0.19954653,-0.23359929,0.37276694,-0.65783256,-1.2789067,-0.23698023,-0.37929404
0.4498198,-0.4207644,0.51791275,-1.1162031,-1.4539884,-1.2673825,1.8604888,-0.8312271
0.3035022,0.1411109,-0.31072322,-0.9211602,-0.6884489,-0.7590252,-0.5439801,-0.7768725
1.0341355,0.78919095,-1.074078,0.5525068,-0.4819774,-1.3815218,-1.4724009,-0.4017961
-0.347182,-0.19609632,0.030279934,-1.4398303,-0.57271814,0.3901933,-0.6853992,-1.082585
0.42422345,-0.13161261,-0.7253285,-0.92868197,-0.4306434,-0.08981186,0.3490124,-1.3918456
0.60928357,-0.36856446,-0.6651024,1.3089323,0.4621613,-0.88158953,-0.009323208,-0.696447
0.31760997,-1.9076786,-1.4460338,1.6421319,-1.5136552,1.1405442,-3.2025423,0.33669758
-0.65121496,-2.9240234,-0.38882643,0.11068577,-1.5441024,-0.58782655,1.3934473,-1.3102317
0.42054114,-0.16796075,-0.17277902,-0.9457318,0.13277204,0.19548683,-2.3487618,-0.66972053
1.3881761,0.9107211,-2.4189932,-0.49002078,-0.16666856,0.24958704,1.3801318,-0.28669375
-0.50745314,0.11282362,-0.33627495,1.2725137,-1.0166138,-0.25682193,-1.6285356,-1.1250243
0.38469586,0.14458859,-0.86257344,-0.22053741,-1.8597751,-1.3829356,-0.052527566,-0.09203679
0.8263103,-0.6471267,-0.29603574,-0.30505928,-0.55453277,-0.5059343,0.2913417,0.7582705
1.1682321,-0.14824754,-0.529676,1.2904873,-0.93202364,-1.0094029,1.150016,-0.86172396
-0.20900463,-0.22657529,-0.641213,-1.1696032,-1.5102726,1.0029552,-2.2550244,-0.27256894
-0.6419152,0.5459071,-0.9099297,-0.3927427,-0.53262496,1.4551274,1.3700539,-0.9920371
-0.12124823,-0.39821026,-0.87504965,-0.6028649,-1.0968959,1.3786548,-0.9815425,-0.5494511
0.12525243,-1.0509671,1.2434504,-0.15607408,-0.83445954,-0.3000485,-1.4307265,-0.653229
0.3535705,-0.43589327,-0.82332635,0.28211924,-0.48422796,-0.5055467,-2.6064684,-1.0061176
0.02500959,-0.5976236,-0.03407069,0.91310745,-0.30388534,0.37486124,1.2581276,-1.0147235
-0.36972708,-0.443088,-0.4855735,0.69681245,-1.1661301,0.23028494,-0.048992943,-0.954454
1.0441484,0.17787732,-0.46931252,0.7219629,-0.22195211,0.6492043,1.8645254,-0.35189816
0.1464021,-0.90591866,0.43837175,-0.8432636,-0.06690853,-0.13569194,-0.21301992,-0.08958475
0.48783982,0.5925048,-0.644611,-0.205108,-0.81196773,0.6501281,-2.077156,1.130444
0.48829275,0.46429318,-1.1190325,0.059121262,-0.5437121,0.59879583,0.19022758,-0.62638634
0.40819088,-0.75330055,-1.1063659,-0.9442019,-0.8801825,1.5453763,-1.2365613,-0.611015
0.517917,0.4610205,-2.1818595,0.48006836,0.5281785,2.046251,-1.5893371,-0.9106725
0.0646853,-0.61449414,0.34814838,-1.138876,-1.4982651,0.15915877,0.7647011,-0.86420673
-1.508951,-0.17775375,-0.4785367,-0.8827575,-0.30051464,1.2070156,0.87339675,-0.9402882
-0.0027542736,-0.04152968,-0.344881,0.24539502,-2.4384935,-0.09365042,-0.2266359,0.004770887
1.0853153,0.09755936,-0.833879,-0.8293864,0.37232554,-0.26288202,-2.110863,-0.78434134
