10_0_N,10_0_P,20_10_N,20_10_P,30_20_N,30_20_P,50_30_N,50_30_P
-37.21286,-28.840271,-56.376328,-24.657501,-62.23762,-8.539838,-23.939505,-4.135502
-41.62191,-31.376099,-55.812134,-22.407969,-31.587608,-13.710265,-74.52966,-1.0603902
-49.564568,-35.863045,-58.158714,-17.794456,-33.366863,-16.59233,-74.37042,-4.766273
-41.08554,-38.697495,-42.670914,-23.507133,-59.512726,-12.721319,-76.12722,-3.6708577
-37.736076,-30.749035,-53.498,-12.934742,-32.833447,-7.6280265,-18.69856,2.0733755
-29.309412,-32.651497,-45.5777,-23.10161,-35.300102,-13.803795,-51.885517,1.4749861
-45.41616,-33.569267,-55.921455,-23.43455,-30.508568,-15.845293,-9.078546,-3.4024346
-32.733757,-31.642605,-27.58546,-20.68201,-26.058336,-12.407972,-22.226728,-3.6746109
-43.068382,-38.259663,-51.316887,-25.604141,-35.054535,-9.335715,-70.378456,-6.916365
-41.292698,-35.0524,-38.62649,-24.222742,-63.681873,-8.889947,-12.895299,-3.774533
-38.36806,-38.21107,-48.85872,-14.44057,-60.50704,-11.382163,-17.899818,-2.077337
-43.514187,-35.384346,-42.798496,-23.409277,-67.951805,-18.849293,-81.61886,-2.3171177
-46.05657,-36.311974,-49.009968,-10.190837,-27.223679,-19.3671,-20.344643,-3.381244
-40.954514,-34.28939,-59.720768,-22.285967,-66.806816,-11.507529,-70.39121,-9.942839
-40.61377,-31.685198,-38.848892,-20.621374,-65.76943,-14.168786,-79.69025,-8.199317
-46.62055,-20.921352,-50.711395,-11.643745,-25.755587,-3.0484567,-11.088294,-2.1638448
-44.750366,-24.404415,-55.401413,-20.15346,-32.23572,-16.913574,-73.925674,-4.374726
-34.781994,-32.801506,-56.808273,-26.092892,-62.228554,-13.177005,-11.111653,-9.597573
-40.826717,-32.888805,-52.25634,-8.631401,-67.211296,-5.69515,-19.028004,-0.57648844
-37.791447,-34.591503,-56.060276,-8.831634,-33.66103,-5.1403317,-20.692661,-2.756538
-45.34688,-29.537878,-36.600132,-23.889702,-62.08787,-11.496637,-20.773146,0.09021997
-39.514473,-20.256912,-54.02354,-10.275755,-30.987648,-13.8505945,-63.965908,3.2079825
-44.59019,-35.672855,-48.869778,-23.477934,-57.218357,-6.3684597,-70.3165,1.0404085
-42.82454,-35.53368,-43.78088,-13.027305,-31.899267,-11.977885,-20.832346,-2.1345637
-32.72907,-25.83784,-56.346256,-21.091534,-33.23473,-13.608784,-74.54677,-1.8475695
-38.384995,-30.462635,-53.410576,-18.216352,-65.822205,-11.252447,-73.48984,-0.54408944
-36.411274,-37.51112,-57.510483,-16.857052,-63.39562,-11.047248,-79.96759,2.5915477
-35.71002,-37.29539,-30.417334,-11.500487,-64.02505,-7.185649,-39.73822,3.9198112
-43.856026,-35.028057,-53.725845,-14.709447,-34.89809,-9.230924,-80.015526,-4.0835648
-44.076473,-24.963234,-48.78863,-12.180554,-60.7343,-11.875972,-75.08884,-3.031313
-46.712456,-35.18605,-55.14167,-22.998426,-44.446198,-20.495867,-68.80212,-7.5771213
-41.805004,-29.930986,-45.366604,-22.766647,-67.00558,-14.634887,-18.993757,-1.8108265
-38.558823,-34.94215,-44.29423,-10.531321,-62.63245,-5.278657,-69.44054,-2.3938856
-44.55765,-36.40445,-50.60131,-10.147012,-59.27444,-5.2699075,-72.84052,-4.962713
-37.16451,-29.451015,-55.273148,-25.042786,-30.762825,-10.292555,-38.66283,-0.21594666
-43.830696,-36.00506,-45.474125,-20.147503,-56.3394,-14.787651,-16.889002,-1.9416007
-44.243587,-32.66027,-37.976665,-21.739641,-54.79984,-7.2835135,-77.73813,-3.986245
-38.696133,-37.945023,-49.51665,-8.255881,-40.9187,-3.8303187,-69.03831,-1.161378
-43.23048,-25.195583,-52.868023,-22.041374,-67.703354,-10.406137,-78.69713,2.8529358
-35.520718,-31.911503,-50.7796,-16.338299,-53.207478,-15.123226,-43.289684,-3.281407
-42.26332,-25.774773,-55.586727,-7.538274,-19.469692,-3.6143277,-10.204987,-2.071907
-35.641068,-36.5136,-47.166878,-21.109596,-25.520727,-7.3107696,-61.45718,1.6097252
-45.727615,-33.119526,-42.636536,-16.619202,-64.004486,-12.008995,-38.33821,-3.7156296
-43.074184,-9.693275,-40.556427,-18.412745,-34.48096,-9.795854,-80.63095,-2.34283
-42.638485,-32.99866,-50.63293,-14.079678,-61.216427,-14.55238,-72.84756,-3.6608617
-39.240868,-32.710087,-40.48347,-20.442022,-41.581554,-4.449868,-18.795464,-2.5960524
-47.328594,-33.87469,-48.30254,-24.618635,-31.035917,-10.947944,-59.47413,2.477897
-39.662853,-37.93116,-52.684437,-26.968348,-37.23833,-4.8330827,-59.348713,-1.6491183
-47.936028,-28.655815,-56.745132,-23.775051,-54.154003,-8.546828,-12.243675,0.036684945
-34.16512,-27.250801,-51.744198,-16.615385,-65.391624,-16.03176,-63.978653,-1.1484075
-43.562046,-24.98159,-47.37149,-13.872633,-62.10858,-11.705617,-22.59462,-9.425623
-46.866055,-27.044533,-48.481453,-26.228617,-38.852875,-8.487954,-65.81844,2.8389337
-44.381382,-30.670721,-38.47088,-22.507092,-69.329956,-4.8758926,-21.337862,-3.233408
-21.51952,-28.974695,-38.04754,-10.176745,-52.639812,-14.916545,-15.65399,-2.3996332
-40.21036,-37.075184,-51.599487,-17.357677,-67.30711,-15.241429,-72.14459,-2.4241297
-35.584656,-34.448147,-56.17972,-23.484718,-63.2115,-8.216844,-63.63101,-4.513573
-44.877422,-33.811134,-56.75774,-22.754381,-53.80357,-15.757922,-12.479777,0.9930275
-40.98489,-36.00849,-50.661503,-14.896538,-64.30844,-15.440249,-79.94035,-9.155394
-43.280804,-31.128613,-48.673275,-21.488401,-63.714924,-8.829987,-17.83891,-7.564325
-43.221786,-27.890411,-48.186974,-19.993021,-57.379856,-13.66577,-21.167028,2.6870134
-41.55092,-27.505272,-35.52853,-16.505,-33.312065,-9.165142,-15.092906,-2.711561
-36.086433,-29.481005,-37.388218,-16.78721,-32.372467,-13.587694,-9.925864,-3.3563547
-37.12345,-35.482838,-46.728046,-19.525122,-33.44745,-6.0175533,-75.726906,2.112328
-47.290787,-29.055477,-51.09994,-25.17298,-57.036087,-14.715718,-21.515778,-5.4860864
-38.273605,-35.75724,-62.959232,-14.654597,-69.14696,-4.886843,-10.31386,0.14124489
-45.436886,-33.81567,-42.632854,-12.203251,-15.356969,-14.177001,-38.173923,-1.004632
-42.995155,-31.453379,-46.084892,-18.23302,-27.481005,-7.767161,-20.838512,-4.2819104
-44.019627,-35.402542,-48.099102,-27.087849,-44.286457,-9.83952,-22.99024,3.074968
-11.707658,-36.51901,-56.465443,-18.467236,-66.90013,-14.891688,-72.73789,-2.02637
-10.769279,-31.477331,-56.5262,-16.463425,-29.444427,-15.762737,-71.53288,-4.548438
-40.613598,-25.959467,-56.04963,-14.50112,-66.23422,-13.655558,-72.057785,0.69016325
-45.953598,-28.230389,-46.415348,-24.42334,-62.11875,-8.393988,-18.134216,2.0540836
-42.79533,-34.90186,-48.06544,-23.880901,-17.748219,-23.345829,-75.3254,-2.2740703
-41.174385,-34.15065,-50.56215,-10.472821,-32.91947,-16.660294,-63.29452,-3.939062
-44.961143,-33.721348,-42.2199,-22.836573,-34.123837,-9.526684,-80.29129,-7.0513263
-41.613136,-35.660007,-45.055576,-21.521399,-33.547153,-15.853071,-22.155254,1.3140532
-40.835644,-24.752668,-57.54908,-23.515076,-32.959713,-6.6328683,-61.675705,2.3475838
-39.70879,-22.028465,-56.363014,-23.436983,-34.505123,-6.6575456,-20.508905,3.423301
-44.30603,-24.749977,-46.476524,-10.5179405,-63.251667,-15.729647,-64.51471,-2.531589
-33.204235,-33.01305,-46.448418,-26.488848,-62.715668,-5.303126,-66.03246,-2.3788488
-30.947453,-42.685726,-43.28452,-21.813019,-66.36929,-9.619942,-10.887558,-3.3436916
-42.1936,-25.837324,-57.786983,-25.924616,-41.704277,-5.248138,-73.89925,-0.097053565
-43.033356,-36.786064,-49.231705,-23.140974,-64.52466,-4.849007,-9.944484,-1.7375454
-44.730816,-35.621582,-40.51296,-24.706318,-32.622437,-15.385484,-64.32364,-3.8106375
-37.343536,-27.105495,-55.239273,-12.051299,-58.211323,-10.465851,-73.5892,-2.461887
-43.393463,-35.50644,-35.143967,-18.320335,-60.208416,-9.035722,-55.82984,3.672415
-40.17417,-27.913635,-28.897692,-14.146189,-66.507385,-10.96371,-76.532104,-5.0485954
-35.85861,-38.42652,-51.12274,-21.05476,-52.2802,-15.945515,-63.297047,-0.65340316
-45.914497,-35.456997,-38.40765,-15.658879,-43.54485,-13.158816,-41.98014,-4.471503
-43.77462,-34.855526,-47.30965,-19.500288,-25.516052,-8.82708,-60.111755,-4.7743974
-40.725082,-34.22076,-47.366245,-24.016317,-66.875244,-13.340132,-9.421011,-4.1967173
-37.03425,-37.687737,-42.77486,-24.048967,-33.337486,-14.381051,-72.7218,-3.7312229
-46.290035,-33.395203,-44.675526,-24.873844,-59.505123,-13.307402,-75.339005,-2.1919544
-34.84667,-28.303963,-46.77572,-16.001198,-63.42896,-11.068168,-63.141476,-0.3387432
