10_0_N,10_0_P,20_10_N,20_10_P,30_20_N,30_20_P,50_30_N,50_30_P
0.9770525,-0.5916967,-0.41025102,0.013468279,-0.070781246,2.262061,-10.406853,1.4819973
1.8838625,0.08573605,-2.961546,0.4365276,-6.3450336,-1.3744048,-10.848411,0.20279513
-1.6051314,-0.7852591,1.9651136,0.8282517,-2.8992598,2.114681,-5.0776067,0.36771688
-0.7380685,-0.64509386,1.924696,0.62343144,-6.456159,1.4074936,-9.195367,0.5775539
0.27892187,1.2698518,1.6965061,-0.49974185,0.13127281,2.174418,-3.2717083,0.36217758
-0.6483535,-0.05575099,-1.6862285,1.6930596,-0.044020567,-0.29835802,-3.1049628,-0.18588701
0.07040986,-0.46141928,-0.10438151,0.82165974,-2.26243,1.1749086,-4.462251,0.32370314
-0.7855063,-0.52932733,0.23300335,0.791192,-6.863858,2.3080335,-15.405113,-2.1632233
-2.1180732,0.10137281,-0.42642063,0.7243902,-1.869899,1.0585512,-3.282647,0.31202692
-0.11887431,-0.6395852,-1.723009,1.5822175,-3.3755476,1.0061824,-1.2168357,0.25090358
-1.9609544,-1.1778818,0.39145347,1.0462902,-0.22844762,0.66970855,-5.1470475,0.84362733
1.4420702,-0.19329263,0.17581333,1.1540612,-0.11432199,1.5335532,-4.02078,0.24582532
-1.6441392,0.41413632,-4.238457,0.45918506,0.45423317,2.0400887,-3.1276937,0.71332103
-1.6980543,0.035665207,0.6787159,0.07756277,-1.349729,-1.4536844,-5.5922685,0.010624358
-0.8513668,-0.17295799,-2.079995,0.52003694,0.011466179,2.0455067,-3.759213,-1.209903
0.4322248,0.5229504,-6.102764,1.8469411,-1.8741201,1.7849674,-14.726961,0.49732995
-0.2394282,-1.0924422,0.6096328,1.0265176,-1.8646535,1.2194124,-14.844049,0.27461115
-0.041211225,-0.47680438,-1.07824,-0.41121835,-2.4976926,0.7817305,-0.2850306,2.6289942
-1.5957936,-0.25838888,-2.5631256,1.2057793,-2.1931446,1.0039967,-3.475907,0.7013511
-0.47754973,-0.06306708,0.6844498,0.44437978,-1.5350302,1.336545,-1.0192486,0.8033873
-2.6917434,0.30622533,0.32190168,1.6807737,-2.9631903,1.2153963,-5.433405,-0.041988585
0.1960737,0.7184548,-6.4294114,1.3867323,-0.52860194,2.5664709,-4.04542,4.530304
-1.4570308,0.8626893,-0.2544604,0.84594023,0.67556375,2.220392,-2.8638914,0.19039492
-0.6224093,-0.69419605,-1.628405,1.160963,-3.3644161,1.1094036,-13.414186,-0.2868338
-0.004480604,0.66441685,0.52364326,1.2980773,1.0234082,2.1355798,-0.42464992,1.0747746
-0.6936424,0.47522965,-1.3628242,1.008608,-4.020538,-1.8853132,-3.747011,1.3719664
-0.16438942,0.3257458,-1.0322908,1.2450513,-0.36263523,1.802801,-4.294879,2.3905694
-0.40437683,1.4953921,0.37300172,0.9202083,-1.008923,-0.15997839,-15.59412,2.581381
-0.13649876,0.39028594,-1.7680755,1.6764408,-1.5138909,1.9554062,-3.150264,4.5280533
0.354398,0.315343,0.0020524717,0.028965123,-2.8922486,2.1190302,-2.1309676,0.041373868
-4.837394,0.6681129,1.104252,0.42940286,-3.2654536,1.6165588,-13.126424,-0.443853
-0.20018771,-0.42413038,-6.328129,1.2105656,-6.614686,-1.3526626,-3.1488638,0.8100126
0.5544026,-0.72010726,-1.0509868,-0.6432416,0.18779604,1.6590272,-7.268151,2.359902
-1.9493521,0.42452526,-1.7625064,1.2420245,-2.8833404,1.0141276,-4.884555,2.1253772
0.7953186,1.1619594,2.2983422,1.497442,0.42935932,1.7308706,-3.3075087,1.165418
-0.74778616,0.012771172,-0.23994966,0.6653782,-1.4243351,1.4219309,-7.058396,2.4625666
-1.2271014,0.9041962,-5.3638043,0.2885584,-3.6304092,1.8852789,-15.408802,1.9709262
1.6179972,-0.046480577,-0.2912623,1.637297,-4.02627,1.1582617,-8.472026,1.6116138
-0.21485192,-0.0844619,-3.484233,0.9665443,-0.29443407,-1.8889228,-2.8981295,0.08826653
-0.8715534,-0.2853974,-6.382491,0.052696615,-0.5862317,1.8662654,-9.061528,-0.055249397
-1.627666,0.16728254,-0.90215355,0.45235658,-2.0564127,1.6732136,-1.791941,0.10621968
1.0699041,0.05939105,-0.0650029,0.3335557,-1.8255439,2.035135,-6.1001544,0.6008517
-1.6674044,0.021585211,2.1434226,0.51064885,-1.6190245,2.1528003,-3.315015,2.0531
-1.3501723,-0.25270957,0.073512465,2.1160028,-3.6500273,-0.2524916,-3.6190097,3.960642
-1.7104017,0.36567125,-0.7471911,1.1185732,-0.31517223,-1.4184151,-5.1128607,0.73182744
-1.6181313,0.2630959,2.2062843,1.0806366,-1.8683162,2.134388,-9.129915,1.8661202
0.3078682,-0.8751265,-1.8144431,0.13269861,0.82763106,1.398611,-3.2289035,-0.04811185
-1.5689003,-0.72577727,-1.4064298,0.53112656,-2.4262505,1.2816422,-3.1524975,1.3974327
-3.9289951,0.5170248,-0.7510578,0.5474857,0.50329614,-1.5036525,-10.716732,1.6733177
-0.75399905,-0.19484581,-2.418703,1.3851554,-2.5693293,1.9708236,-3.5600958,0.3183756
0.1211842,0.6501588,-1.5436287,1.0374596,-2.1890755,2.2802584,-10.330934,2.192699
-0.47245696,-0.09719292,-1.512051,-0.9182019,0.47088516,1.174929,-8.981132,-0.10820385
-1.6376005,0.04062084,-0.973307,0.08405743,-0.021426301,1.9816666,-4.7967153,0.67073137
-1.7034084,-0.6756286,0.06119337,0.9473694,-7.064978,-1.2240962,-7.8940215,0.99763787
-1.3904266,0.86944973,0.06185675,-0.1414831,-2.6317606,0.7412599,-4.870314,1.24639
0.26863986,0.7225682,0.38449353,1.7322963,1.5013779,1.2571406,-2.9861927,-0.06952791
-0.97831696,-0.17134282,-0.62892294,0.5159243,0.6580067,2.1591234,-2.7107174,0.49511015
-1.4478139,0.6209828,-2.0711012,0.33151516,-3.3998818,0.9331694,-3.2047997,0.5011207
-1.5602127,-0.23916717,1.3202021,0.92548543,-2.3896627,-1.1630907,-3.8694983,0.3813431
0.18907371,-0.23741138,0.4184353,1.5029181,-1.8208361,1.636766,-3.6049805,2.133546
-0.2351237,0.26806912,-0.8344706,-0.3019968,-3.7592266,0.5797635,-8.762086,2.3795285
-1.7868696,-0.8002881,-0.9475888,0.3954167,0.2690309,0.2581026,-13.437015,2.010729
0.33166224,0.3534795,-0.010346028,0.37598225,0.3896025,1.019848,-7.7185864,4.0840497
-0.28998485,-0.4671709,-0.16003816,1.640625,0.17250837,1.0749453,-3.6376834,0.005901283
-1.9401813,0.05313284,0.5089541,1.3060849,-3.4856143,0.613187,-2.475257,1.2375722
0.049667854,-0.6653665,1.5250002,0.84201545,-2.6534448,0.84832996,-12.253275,-0.3583766
-2.4820035,0.7802893,-0.8714544,1.1435341,-2.7025793,1.7109725,-8.313919,0.89276034
-1.636165,0.123591416,0.30417648,0.87845963,-0.8146742,1.2844255,-13.406481,0.6877283
-1.532869,0.5275262,0.19175498,0.50621945,-0.17843014,2.6362019,-4.323443,4.6239114
-0.20220518,-0.23934747,-1.2678863,0.77629876,-3.551039,2.1505344,-4.302097,2.760472
-1.3818907,0.43573958,-1.7287438,-0.7126508,-0.6970822,0.40567565,-7.724718,0.5670252
-1.1052278,0.4178402,-1.5890058,1.6215448,0.8890123,0.26931435,-1.0690202,2.4923153
-1.0305419,-0.45135957,-1.3723198,0.56371,-1.0682347,1.0025778,-5.306947,0.8674613
-2.0236151,-0.39652598,-6.97601,0.46173614,0.35896912,1.995385,-15.044541,0.88457435
-1.9625283,-0.45537978,-2.0275962,0.9309044,-6.4620204,1.0360304,-3.5139546,1.7407385
-0.3668089,0.40039763,0.6065464,1.3011936,-2.555382,1.5592877,-9.566528,0.20521985
-1.5590209,0.035103757,1.2304031,0.99785984,0.39135274,1.7303925,-3.106882,2.5173616
-2.7215536,0.6815312,1.2132968,2.2484965,1.1209825,2.0461726,-3.0364015,1.5220563
0.43855107,-0.23179783,-0.9568864,1.541852,-0.61725783,2.1527236,-3.594404,0.6745392
-1.6371177,0.75859874,2.0545754,0.3891705,-0.77318764,1.6882826,-3.748469,0.9760613
-0.35269898,0.066919625,0.5614219,-0.65289605,-6.4457517,2.0696018,-2.7802694,1.2100738
-1.5466604,-0.5227449,1.4723437,1.281259,-1.268641,2.387421,-14.562478,2.5600538
-2.0563488,-0.3907346,0.96019393,0.27254844,-1.5780776,0.996002,-5.438763,1.7791924
-1.5436039,0.44916645,-0.2970432,1.7555344,-1.4543247,2.0583663,-4.3897862,0.60517865
-0.05015621,0.011382753,0.11858403,1.1596329,-2.0753767,-0.063507095,-3.6047893,1.6418066
-0.47540462,0.34799066,0.5866654,1.465096,-3.4646509,2.1870759,-4.6811657,0.8172457
0.040779855,-0.7674056,0.32207584,2.376776,-8.119581,2.1173704,-6.4216614,2.3186784
-0.70622873,0.6330236,-6.169525,0.5819389,-1.2409531,-0.56962067,-7.8346806,0.43384677
0.78098416,0.877555,1.5890434,-0.06756679,-2.7011757,1.4326543,-3.061965,3.9068406
-1.1432015,0.6621202,0.24736723,1.570747,-6.5991592,1.024974,-1.4509028,0.6031979
-1.5801556,-0.057934087,-2.7369437,0.3656149,-0.14386085,2.2220225,-11.254657,-0.91605127
0.32123765,1.3244538,0.281712,2.2825398,-2.4400148,1.1394992,-3.5516026,1.2238024
-0.37069952,0.24557579,-2.0260746,-0.092919596,-2.8296278,1.737419,-1.2374834,0.1833086
-0.9173302,-0.25866044,-0.31112707,-0.39903927,-3.6429477,1.9234631,-3.4459224,0.6146009
-0.17254679,0.004791324,0.002138703,1.1137494,-2.3848748,-0.40336362,-0.8345671,0.17435081
-2.3416111,0.21502355,-1.1359288,1.0147022,-0.20272854,1.537998,0.9292506,1.6533394
-0.9608876,0.8556421,-3.1844168,1.2101771,-4.3342757,0.91830695,-6.673337,2.1459906
-0.84306,0.44044814,-0.3449211,0.31210035,-1.2397048,0.6296205,-3.7247036,0.92961603
-1.1179786,1.3180664,1.6400051,1.4647144,-2.1415477,1.5806184,-2.9723992,-0.3950513
