,number,value,datetime_start,datetime_complete,duration,params_lr,system_attrs_grid_id,system_attrs_search_space,state
0,0,6.408195972442627,2025-01-08 17:53:32.378715,2025-01-08 18:00:55.534462,0 days 00:07:23.155747,0.0008,0,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
1,1,1.768610954284668,2025-01-08 18:00:55.536466,2025-01-08 18:08:44.946513,0 days 00:07:49.410047,0.00030000000000000003,1,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
2,2,2.596130132675171,2025-01-08 18:08:44.947513,2025-01-08 18:16:49.472781,0 days 00:08:04.525268,0.0002,2,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
3,3,3.3557045459747314,2025-01-08 18:16:49.474991,2025-01-08 18:24:51.814598,0 days 00:08:02.339607,0.0005,3,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
4,4,7.944589614868164,2025-01-08 18:24:51.816600,2025-01-08 18:33:01.208868,0 days 00:08:09.392268,0.0009000000000000001,4,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
5,5,2.8227627277374268,2025-01-08 18:33:01.210868,2025-01-08 18:41:04.720766,0 days 00:08:03.509898,0.0007,5,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
6,6,3.3982295989990234,2025-01-08 18:41:04.722765,2025-01-08 18:49:14.431235,0 days 00:08:09.708470,0.0004,6,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
7,7,2.3163862228393555,2025-01-08 18:49:14.432235,2025-01-08 18:57:14.995985,0 days 00:08:00.563750,0.0001,7,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
8,8,4.1373748779296875,2025-01-08 18:57:14.996986,2025-01-08 19:05:24.153367,0 days 00:08:09.156381,0.0006000000000000001,8,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
