,number,value,datetime_start,datetime_complete,duration,params_lr,system_attrs_grid_id,system_attrs_search_space,state
0,0,4.059442520141602,2025-01-07 15:57:23.171391,2025-01-07 16:03:09.722148,0 days 00:05:46.550757,0.0008,0,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
1,1,1.6773371696472168,2025-01-07 16:03:09.723147,2025-01-07 16:08:45.074571,0 days 00:05:35.351424,0.00030000000000000003,1,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
2,2,1.5882982015609741,2025-01-07 16:08:45.076571,2025-01-07 16:14:12.931613,0 days 00:05:27.855042,0.0002,2,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
3,3,6.698674201965332,2025-01-07 16:14:12.932613,2025-01-07 16:19:40.878362,0 days 00:05:27.945749,0.0005,3,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
4,4,9.8936185836792,2025-01-07 16:19:40.880360,2025-01-07 16:25:01.057256,0 days 00:05:20.176896,0.0009000000000000001,4,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
5,5,4.108097076416016,2025-01-07 16:25:01.058418,2025-01-07 16:30:31.064416,0 days 00:05:30.005998,0.0007,5,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
6,6,2.8905839920043945,2025-01-07 16:30:31.066413,2025-01-07 16:36:08.889871,0 days 00:05:37.823458,0.0004,6,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
7,7,2.365457773208618,2025-01-07 16:36:08.890866,2025-01-07 16:41:36.890145,0 days 00:05:27.999279,0.0001,7,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
8,8,2.70296049118042,2025-01-07 16:41:36.891145,2025-01-07 16:47:10.107353,0 days 00:05:33.216208,0.0006000000000000001,8,"{'lr': [np.float64(0.0001), np.float64(0.0002), np.float64(0.00030000000000000003), np.float64(0.0004), np.float64(0.0005), np.float64(0.0006000000000000001), np.float64(0.0007), np.float64(0.0008), np.float64(0.0009000000000000001)]}",COMPLETE
