,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,0.1377842128276825,1.6114151,1.5552511,1.5552511,1.4916316
1,24.12372398376465,2.1390219,2.2293742,2.2293742,2.1868415
2,0.15442818403244019,0.89843524,1.0955595,1.0955595,1.0899758
3,0.6665030121803284,1.3147537,1.246734,1.246734,1.2037349
4,1.064154028892517,1.1356508,1.0664483,1.0664483,1.0483184
5,0.14672787487506866,0.6479011,0.6563781,0.6563781,0.654042
6,0.1567237675189972,0.4976225,0.5275435,0.5275435,0.5266784
7,0.10556809604167938,0.53230286,0.5362011,0.5362011,0.5320001
8,0.011049037799239159,0.37247878,0.40548658,0.40548658,0.4026939
9,0.028922315686941147,0.30046204,0.31437412,0.31437412,0.29493144
