,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,11.465117454528809,4.5314264,4.617153,4.617153,4.004187
1,1.3713903427124023,2.4408703,2.5708528,2.5708528,2.524739
2,0.7402931451797485,2.089065,1.9915928,1.9915928,1.8833686
3,3.0773534774780273,3.1399248,2.9444337,2.9444337,2.8052285
4,2.129424810409546,1.5745037,1.6432959,1.6432959,1.5980463
5,0.26907533407211304,1.5143119,1.3397582,1.3397582,1.3393173
6,0.3332366943359375,1.2223905,1.265003,1.265003,1.2633978
7,0.6083280444145203,1.2719314,1.2149464,1.2149464,1.2142085
8,0.6770771741867065,1.0976272,1.1600075,1.1600075,1.1545753
9,0.410532683134079,1.1596534,1.1758653,1.1758653,1.1755587
