10_0_N,10_0_P,20_10_N,20_10_P,30_20_N,30_20_P,50_30_N,50_30_P
-1.0296646,0.75968564,-1.1186167,-0.8250766,-0.5324935,0.8578751,-2.6778507,2.0433533
-0.9000148,-0.33583868,-1.6794956,0.5032227,-0.40470576,2.5920703,-0.120013244,1.960551
1.0775852,-0.028294912,-1.0096385,-0.34406734,0.08206813,2.5738473,0.1441648,0.8676833
-0.43234667,0.107653804,-1.1826686,0.86214226,0.115691446,-0.63296044,-0.2282615,0.74151945
-0.44245452,0.23595144,-0.34478623,1.8198944,-0.76821184,0.7704231,0.62237024,-0.41325715
-0.28855798,-0.20544177,0.66315496,0.7166371,-0.46264625,0.91860574,0.1191424,1.5519179
-11.632037,-0.15878183,0.109633066,-0.11873429,0.35852003,1.4108164,-0.9916956,-0.8503278
-0.4798911,0.08688854,0.2665447,0.099082135,-0.6818424,1.2302536,0.5981982,-0.49974102
-0.57280695,-0.45003945,0.30725005,0.56821877,-2.131183,1.5257652,-3.042692,3.43705
-0.62493986,1.9424161,0.7059128,0.2718475,-1.9774779,-0.66771585,-3.8524382,1.5373799
0.31378314,0.14541878,-0.029583255,-0.46447247,-0.6218972,0.66708237,-1.05634,1.9642121
0.4138898,-0.4348906,0.6902691,0.30669084,-11.546534,1.2693957,-7.395339,0.8701353
0.025500936,0.28651574,-0.11697381,0.43881232,1.2740318,1.3348528,-0.3392623,-0.86659384
-0.731617,0.5700232,-0.46221596,1.0470014,0.54651076,1.517253,-1.1995997,-0.07148817
-0.19459079,-0.6384882,-0.07347149,0.20610265,-0.21243766,1.4110607,1.0618894,-0.61065644
-0.3721981,0.04713321,0.99380356,-0.9729587,-0.22884889,0.920397,-0.6808196,0.115225285
-0.34984952,-0.46395946,-0.60557306,-0.76418716,0.06930422,0.1780374,-1.1426086,0.75394356
-0.39012673,-0.27451745,-0.7496354,-0.27914384,0.61568516,2.4133892,-0.5787219,1.5864923
0.2594108,-0.3597546,0.43076548,-0.73023427,-1.0674133,1.0018743,-0.65486485,-1.1327697
-0.2636171,-0.07110468,-0.4258119,-0.21616438,-0.026086198,0.52877784,0.19078766,-0.017656038
0.15386388,-0.5508406,0.15087034,0.8170306,-3.3736145,0.8501843,-0.12197693,-0.7546539
-0.79698443,-9.488026,0.11989543,-0.5932309,-0.83081394,1.5024383,-0.63980085,-0.16087143
0.11930888,-0.30854717,0.65739626,-0.81184137,0.0933721,-0.017019123,-3.3481688,-0.74554926
-1.035726,0.044604495,0.3009347,-0.22532025,0.7418763,-0.35826218,-3.1344795,2.4626586
-0.24695957,-0.2056914,-0.781739,0.5530865,0.71832925,0.027628114,-0.26034972,1.8701979
0.4485116,-0.98734474,-1.0612149,-0.024470005,-0.48701638,-0.4025201,-1.4635319,-0.39159864
-0.82178354,-0.44770128,0.22204773,0.6826808,-0.13591905,0.2215884,-0.46719858,0.51199436
0.06442021,-0.00840967,0.63776034,0.16726023,-11.17653,1.4535325,-0.9228302,-0.77486104
-0.1174387,-0.056581285,-0.78454876,0.7221243,-1.6351079,1.4061822,-0.3946176,-0.30540848
0.53581464,-0.26777017,-0.47415087,0.21127738,0.17387953,0.47406292,0.4994268,-0.81362575
0.1652799,0.06271565,-0.48188776,-0.44526514,-0.25531417,-0.0758151,-0.6894427,-0.2880154
-0.5662457,0.41472906,-0.30407915,-0.2969399,-10.5496855,0.7559226,3.756604e-05,1.6662041
-0.086199544,-0.047992002,0.98767006,0.6835559,0.46096772,2.0204945,-0.2422873,0.99742615
0.08882746,-0.25192094,0.27988747,0.005646005,-0.14777113,2.506715,-4.284629,-0.32430077
0.038613085,-0.6480129,-0.9201169,0.36684176,-11.7115555,0.61801255,-0.8696094,0.04484702
-0.3708925,-0.23295939,0.7713776,0.4986994,0.08763303,0.29463556,0.6551517,1.3988842
-0.78291893,-0.25935808,0.12353762,-0.26691353,-9.482746,0.5897834,-3.1109016,0.6361365
0.53334296,0.07851803,-0.69674754,-0.5504765,0.2565931,-0.2623578,-0.8337031,1.5964473
-0.15158921,0.57911825,-0.084800206,-0.2306495,-0.10458043,-0.23972255,-0.057995133,-0.8367937
-0.64992917,0.21995685,-0.85919505,1.942282,0.1422899,1.3327116,-0.030486548,-0.11182385
0.89161325,-0.02500148,0.061569884,-0.52149177,0.16349082,0.52011377,0.7414887,0.20541452
-0.37669602,-0.31541482,-0.652622,2.202636,-1.5761566,0.240841,-1.0374032,0.5854804
-0.6066932,-0.022293735,-10.620871,0.86101276,-0.71916765,0.4546515,0.5009943,-0.39350766
-0.25794038,0.063244134,-0.073515885,-0.39642245,0.6394867,0.62047654,-0.48278165,1.8823352
-0.40668565,0.1615256,1.4060047,0.08266919,-6.788518,-0.11362873,0.57181996,-0.16284877
-0.56823844,-0.08392595,1.230934,-0.32124513,-1.3264807,-0.028442614,-0.0005020189,0.052995436
0.012418244,-0.18509555,-0.86964697,0.12157736,-0.87685966,0.9609666,-0.19542195,0.34454206
