,lr_history,train_total_loss_history,train_epoch_loss_history,rmse_train_history,val_total_loss_history,val_epoch_loss_history,rmse_val_history
87,4.1198501872659175e-06,0.2265653,,,0.045452125,,
88,4.166666666666667e-06,0.69603443,,,0.092709884,,
89,4.213483146067416e-06,0.26502013,,,0.040138975,,
90,4.260299625468165e-06,0.052019455,,,0.3590371,,
91,4.307116104868914e-06,0.23559126,,,0.00242248,,
92,4.3539325842696635e-06,0.078995205,,,0.24783872,,
93,4.400749063670413e-06,0.09249343,,,0.18217808,,
94,4.447565543071161e-06,0.17004618,,,0.27370805,,
95,4.49438202247191e-06,0.19936433,,,0.5009111,,
96,4.541198501872659e-06,0.08587995,,,0.042865578,,
97,4.588014981273409e-06,0.10195796,,,0.1206643,,
98,4.634831460674158e-06,0.16853912,,,0.16840042,,
99,4.6816479400749066e-06,0.36069164,,,0.15046076,,
100,4.728464419475655e-06,0.054876503,,,0.054513253,,
101,4.7752808988764044e-06,0.061020553,,,0.2539082,,
102,4.822097378277154e-06,0.10297718,,,0.22203922,,
103,4.868913857677903e-06,0.22002515,,,0.08879695,,
104,4.915730337078652e-06,0.048341144,,,0.45184225,,
105,4.962546816479401e-06,0.37951475,,,0.084745824,,
106,5.00936329588015e-06,0.41946673,,,0.31534243,,
107,5.056179775280899e-06,0.06757128,,,0.02896221,,
108,5.102996254681648e-06,0.7212014,,,0.23541495,,
109,5.149812734082398e-06,0.19331482,,,0.12903021,,
110,5.196629213483146e-06,0.09658718,,,0.11326714,,
111,5.243445692883896e-06,0.008557642,,,0.5938911,,
112,5.290262172284644e-06,0.075648285,,,0.11341362,,
113,5.3370786516853935e-06,0.1371629,,,0.36626604,,
114,5.383895131086143e-06,0.005723782,,,0.040999945,,
115,5.430711610486891e-06,0.22629927,,,0.0041044005,,
116,5.477528089887641e-06,0.16378236,,,0.2502792,,
117,5.52434456928839e-06,0.062661126,,,0.4849593,,
118,5.571161048689139e-06,0.2483776,,,0.10208529,,
119,5.617977528089888e-06,0.011462623,,,0.26651838,,
120,5.6647940074906366e-06,0.17398688,,,0.16714346,,
121,5.711610486891386e-06,0.025113288,,,0.14423476,,
122,5.758426966292135e-06,0.20937152,,,0.0061676065,,
123,5.805243445692885e-06,0.109528564,,,0.40656146,,
124,5.852059925093633e-06,0.060487296,,,0.31832862,,
125,5.8988764044943826e-06,0.0066377707,,,0.34940794,,
126,5.945692883895131e-06,0.042121153,,,0.16702496,,
127,5.9925093632958805e-06,0.024961744,,,0.4401725,,
128,6.03932584269663e-06,0.07351424,,,0.25166342,,
129,6.086142322097379e-06,0.07596776,,,0.0138859255,,
130,6.132958801498128e-06,0.017762486,,,0.28880242,,
131,6.179775280898876e-06,0.019237004,,,0.23040982,,
