,lr_history,train_total_loss_hist,train_trans_loss_hist,train_rot_loss_hist,train_hitch_loss_hist,train_acc_yaw_loss_hist,train_epoch_loss_history,rmse_train_history,val_total_loss_hist,val_trans_loss_hist,val_rot_loss_hist,val_hitch_loss_hist,val_acc_yaw_loss_hist,val_epoch_loss_history,rmse_val_history
0,4.844961240310078e-08,8.6880455,2.8094141,0.024334306,0.021706726,1.1665181,0.061610196,[0.6828762 0.0612707 1.4141692 7.5911574 8.671206 ],0.02373759,0.0028297955,7.489451e-05,0.003003415,0.0035658975,0.059279773,[0.08374543 0.04184158 0.73720104 3.8960576  5.0456114 ]
1,9.689922480620156e-08,6.529215,0.8881984,0.022712398,0.15346901,1.092967,0.007963936,[0.16027935 0.04537195 0.69066983 3.8964958  4.285312  ],0.072082125,0.008680631,0.00019289211,0.016522331,0.009337254,0.004047664,[0.08411272 0.03977299 0.41797054 2.0768049  2.646075  ]
2,1.4534883720930232e-07,6.2011375,1.2918274,0.020415552,0.050847773,0.96760935,0.009150776,[0.11004215 0.03904286 0.6092518  2.632153   3.7414997 ],0.03043618,0.0041181017,0.00010238247,0.0013210912,0.004978921,0.005095714,[0.08793778 0.02427431 0.22243018 1.8700861  1.3003289 ]
3,1.9379844961240311e-07,6.185332,1.1149521,0.021373129,0.023081878,1.0051849,0.018422563,[0.10737307 0.03456253 0.4469844  1.5615264  2.6221278 ],0.05599937,0.0213221,0.00014070752,9.0992886e-05,0.0068891137,0.0049549546,[0.05847504 0.02307985 0.34187612 2.1756432  2.209654  ]
4,2.422480620155039e-07,6.544214,2.275927,0.017847707,0.05726354,0.8386351,0.0012423652,[0.07616743 0.02936221 0.4118849  1.50695    2.3939648 ],0.038540315,0.0061649876,0.00012702642,0.0011845916,0.006212742,0.010073097,[0.03398303 0.02595121 0.31965587 2.248925   2.0050633 ]
5,2.9069767441860464e-07,9.037828,2.49886,0.027183553,0.030189397,1.296319,0.010420896,[0.06258418 0.02637493 0.3751531  1.2758915  2.1394756 ],0.048692934,0.0042184507,0.00017473086,0.0020734658,0.008445257,0.0014911636,[0.03151131 0.0335788  0.33921278 0.71694505 2.158818  ]
6,3.3914728682170546e-07,6.85556,2.0993829,0.019362161,0.11534095,0.92429477,0.0025569005,[0.08162281 0.02750301 0.38773435 3.2296891  2.2963426 ],0.075426884,0.00404313,0.00017425008,0.030595755,0.00812275,0.019448644,[0.09694524 0.02531446 0.25986195 1.547493   1.5958439 ]
7,3.8759689922480623e-07,8.174908,1.7022936,0.026347853,0.1792037,1.2534125,0.001480599,[0.05865178 0.02469953 0.34048757 1.3910764  1.960018  ],0.07935686,0.004286606,0.00023012112,0.01924738,0.01111855,0.032992426,[0.0506989  0.02032268 0.31764093 1.1053251  2.0795872 ]
8,4.36046511627907e-07,3.7827337,1.0326796,0.011171976,0.22360618,0.5030552,0.005496051,[0.05475679 0.02432147 0.31608498 0.8381898  1.7837446 ],0.036833648,0.0028555652,0.00013500698,0.00094987603,0.00657864,0.00043995318,[0.02950711 0.02041302 0.2813005  0.91263926 1.7762808 ]
9,4.844961240310078e-07,6.021324,2.3826034,0.015416923,0.06107093,0.71244663,0.0057723704,[0.07666478 0.02577826 0.3042017  0.808566   1.7499013 ],0.039434634,0.0034957833,0.00014007813,0.0017751205,0.0068047307,0.0051105972,[0.0619341  0.03055582 0.24512126 0.75082964 1.5270725 ]
10,5.329457364341085e-07,6.482445,3.2274444,0.013950732,0.014309469,0.64534795,0.00055034755,[0.06204979 0.02323059 0.29824057 2.0393698  1.7312343 ],0.046519663,0.008493498,0.00015011415,0.0012915795,0.007316894,0.0048811594,[0.03549401 0.02183089 0.24366133 1.6330458  1.4641876 ]
11,5.813953488372093e-07,5.299471,2.06486,0.013220455,0.12797499,0.61868304,0.0008721217,[0.04006051 0.02076437 0.2664478  1.0778322  1.499251  ],0.0476321,0.0030443533,0.00019111954,0.004923159,0.007894693,0.0023994541,[0.02674637 0.01667918 0.18066448 0.67805105 0.9880535 ]
12,6.298449612403101e-07,6.6484203,2.666359,0.016889667,0.02607734,0.78781897,0.0018169155,[0.03588692 0.02046789 0.24279661 0.78935844 1.308539  ],0.043369193,0.0117012905,0.00012353639,0.0020489993,0.0058990736,0.00036110985,[0.02473311 0.02400095 0.25090423 0.5383347  1.5692128 ]
13,6.782945736434109e-07,6.828489,3.816106,0.013101305,0.018147886,0.5962267,0.03126067,[0.05710116 0.02249489 0.2507777  0.8049408  1.4120919 ],0.062780105,0.0033901914,0.00024044707,0.001001854,0.011629523,0.0021825836,[0.0586402  0.01842528 0.18740396 0.9420652  1.1266284 ]
