,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,1.2454860210418701,2.6955616,2.7858863,2.7858863,2.6333942
1,58.48869705200195,2.9962082,2.7391973,2.7391973,1.9551994
2,0.9703467488288879,2.510387,2.6457334,2.6457334,2.5423684
3,0.0018588367383927107,2.0060024,1.9783063,1.9783063,1.9696755
4,7.443802356719971,10.664057,10.121667,10.121667,9.988506
5,9.167501449584961,2.0452023,2.0576084,2.0576084,2.0533497
6,25.8118839263916,1.5607032,1.5446018,1.5446018,1.5441399
7,2.4380502700805664,1.1742587,1.4544809,1.4544809,1.3887545
8,0.9853488206863403,0.9117523,1.021674,1.021674,1.0216621
9,0.7400117516517639,0.8613728,0.91130686,0.91130686,0.88381076
