,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,7.262512683868408,2.8754082,2.9097161,2.9097161,2.905191
1,2.175982713699341,1.9337225,2.0496993,2.0496993,1.9524679
2,2.599120616912842,1.804874,1.8409085,1.8409085,1.816452
3,0.17961254715919495,1.544817,1.7886773,1.7886773,1.6510428
4,0.2622236907482147,1.2289431,1.3162303,1.3162303,1.315909
5,0.15877969563007355,0.96873045,1.0134143,1.0134143,1.0120555
6,1.0658127069473267,0.9712383,0.866003,0.866003,0.86386067
7,0.10559982806444168,0.954365,0.96497077,0.96497077,0.9649184
8,0.020389515906572342,0.90381783,0.84050924,0.84050924,0.8399841
9,0.03739434480667114,0.8296201,0.7947653,0.7947653,0.7944505
