,loss_history,rmse_train_history,rmse_val_history,std_train_history,std_val_history
0,0.03963075205683708,1.5297586,1.7209044,1.7209044,1.6474137
1,7.148573398590088,2.3044977,2.52557,2.52557,2.4851744
2,0.5243426561355591,2.9255683,2.649049,2.649049,2.6464067
3,8.067453384399414,0.9455286,1.1313432,1.1313432,1.1189806
4,0.41856589913368225,1.0133775,1.1250057,1.1250057,1.1022866
5,0.2304256409406662,0.4866793,0.5390454,0.5390454,0.5302968
6,0.28547191619873047,0.52029425,0.58101666,0.58101666,0.5788242
7,0.2714313268661499,0.3992736,0.43533933,0.43533933,0.42524013
8,0.633823573589325,0.5171889,0.56866056,0.56866056,0.56096584
9,0.039878010749816895,0.38345888,0.44230077,0.44230077,0.43059176
