,lr_history,train_total_loss_hist,train_trans_loss_hist,train_rot_loss_hist,train_epoch_loss_history,rmse_train_history,val_total_loss_hist,val_trans_loss_hist,val_rot_loss_hist,val_epoch_loss_history,rmse_val_history
13228,1.2730869617524983e-05,0.003974181,0.00040753008,0.003566651,,,,,,,
13229,1.2725417808008557e-05,0.0036531223,0.0001426904,0.0035104319,,,,,,,
13230,1.2719966306016047e-05,0.0044563995,0.00045732755,0.003999072,,,,,,,
13231,1.2714515112284501e-05,0.00075031247,0.000112265065,0.0006380474,,,,,,,
13232,1.270906422755091e-05,0.0007374262,0.00037018553,0.00036724072,,,,,,,
13233,1.2703613652552245e-05,0.0034061638,0.0006356358,0.002770528,,,,,,,
13234,1.2698163388025417e-05,0.0023288904,0.00088911626,0.0014397742,,,,,,,
13235,1.2692713434707312e-05,0.004967148,0.000437587,0.004529561,,,,,,,
13236,1.2687263793334758e-05,0.005009081,0.00016762086,0.0048414604,,,,,,,
13237,1.268181446464455e-05,0.00063276035,0.0005060779,0.00012668244,,,,,,,
13238,1.2676365449373437e-05,0.019788787,0.0021645175,0.01762427,,,,,,,
13239,1.2670916748258126e-05,0.0018003064,0.00062063924,0.0011796672,,,,,,,
13240,1.2665468362035285e-05,0.0032465765,0.00015896912,0.0030876074,,,,,,,
13241,1.2660020291441535e-05,0.008035055,0.00037549797,0.0076595573,,,,,,,
13242,1.2654572537213458e-05,0.018241014,0.0006009424,0.017640073,,,,,,,
13243,1.2649125100087589e-05,0.02912969,0.00051422545,0.028615464,,,,,,,
13244,1.2643677980800423e-05,0.006445083,0.00040299716,0.0060420856,,,,,,,
13245,1.2638231180088409e-05,0.0055180164,0.00093865296,0.0045793634,,,,,,,
13246,1.263278469868796e-05,0.0020584743,0.0001139333,0.001944541,,,,,,,
13247,1.2627338537335437e-05,0.004066125,2.4766274e-05,0.004041359,,,,,,,
13248,1.2621892696767173e-05,0.008237746,0.00011727611,0.00812047,,,,,,,
13249,1.2616447177719434e-05,0.007637517,0.00016542104,0.007472096,,,,,,,
13250,1.2611001980928454e-05,0.004129661,0.00068384735,0.0034458134,,,,,,,
13251,1.2605557107130434e-05,0.0069253077,5.382118e-05,0.0068714865,,,,,,,
13252,1.2600112557061514e-05,0.0049327128,0.00023695221,0.0046957606,,,,,,,
13253,1.2594668331457808e-05,0.008277114,0.00029075603,0.007986357,,,,,,,
13254,1.2589224431055367e-05,0.0055983774,0.00026780716,0.00533057,,,,,,,
13255,1.2583780856590208e-05,0.00080464745,0.00041023787,0.00039440955,,,,,,,
13256,1.2578337608798308e-05,0.010654803,0.0023694723,0.008285332,,,,,,,
13257,1.2572894688415596e-05,0.0044004954,0.00033870255,0.004061793,,,,,,,
13258,1.2567452096177945e-05,0.00476272,0.0009863842,0.0037763356,,,,,,,
13259,1.2562009832821209e-05,0.008683439,0.00042058874,0.00826285,,,,,,,
13260,1.2556567899081171e-05,0.012319723,0.0014535068,0.010866216,,,,,,,
13261,1.2551126295693586e-05,0.0015280623,0.00047863924,0.001049423,,,,,,,
13262,1.2545685023394164e-05,0.01741283,0.00079976174,0.016613068,,,,,,,
13263,1.2540244082918557e-05,0.006450366,0.0008235661,0.0056268,,,,,,,
13264,1.2534803475002393e-05,0.009702889,0.0014703322,0.008232557,,,,,,,
13265,1.252936320038123e-05,0.027841732,0.0015558498,0.026285881,,,,,,,
13266,1.2523923259790602e-05,0.00571218,0.00018259058,0.0055295895,,,,,,,
13267,1.2518483653965989e-05,0.004349258,5.438568e-05,0.0042948723,,,,,,,
13268,1.2513044383642824e-05,0.0023852163,0.0007469413,0.0016382749,,,,,,,
13269,1.2507605449556502e-05,0.00041819602,0.0002841694,0.00013402665,,,,,,,
13270,1.2502166852442365e-05,0.0043888465,0.0010069228,0.0033819238,,,,,,,
13271,1.2496728593035712e-05,0.006561144,0.00029340622,0.0062677376,,,,,,,
13272,1.2491290672071796e-05,0.006120386,0.00088507344,0.0052353125,,,,,,,
13273,1.2485853090285823e-05,0.006432076,0.0013594946,0.0050725816,,,,,,,
13274,1.2480415848412963e-05,0.002905349,0.00019280348,0.0027125455,,,,,,,
13275,1.247497894718833e-05,0.0096350545,0.00063001923,0.009005035,,,,,,,
13276,1.2469542387346984e-05,0.0029029024,0.0004772637,0.0024256387,,,,,,,
13277,1.246410616962396e-05,0.0059763966,0.0010662766,0.00491012,,,,,,,
13278,1.2458670294754226e-05,0.005637249,0.00038126932,0.0052559795,,,,,,,
13279,1.2453234763472723e-05,0.008271655,0.00071638415,0.0075552706,,,,,,,
13280,1.2447799576514331e-05,0.008246673,0.0022447975,0.0060018757,,,,,,,
13281,1.244236473461389e-05,0.019793792,0.0009620561,0.018831735,,,,,,,
13282,1.2436930238506189e-05,0.026130036,0.0010184549,0.02511158,,,,,,,
13283,1.2431496088925973e-05,0.0012575574,0.00025014492,0.0010074126,,,,,,,
13284,1.2426062286607942e-05,0.0044787806,0.0007131434,0.003765637,,,,,,,
13285,1.2420628832286747e-05,0.0075205234,0.0032409537,0.0042795697,,,,,,,
13286,1.2415195726696991e-05,0.024473116,0.0005221188,0.023950998,,,,,,,
13287,1.2409762970573233e-05,0.003957552,0.00043711823,0.0035204338,,,,,,,
13288,1.2404330564649979e-05,0.008900934,0.00025687175,0.008644062,,,,,,,
13289,1.239889850966169e-05,0.0004842975,0.0002915147,0.00019278278,,,,,,,
13290,1.2393466806342787e-05,0.0060201003,0.0006780693,0.005342031,,,,,,,
13291,1.2388035455427628e-05,0.0025923364,0.00050775305,0.0020845833,,,,,,,
13292,1.2382604457650548e-05,0.0009834308,0.00093280926,5.062147e-05,,,,,,,
13293,1.2377173813745806e-05,0.010629727,0.0005301689,0.010099558,,,,,,,
13294,1.2371743524447625e-05,0.0019232316,0.00026509352,0.0016581381,,,,,,,
13295,1.236631359049019e-05,0.0008272626,0.00068565016,0.00014161241,,,,,,,
13296,1.2360884012607621e-05,0.012122276,0.0012976425,0.010824634,,,,,,,
13297,1.2355454791534008e-05,0.0017513103,0.00048571813,0.0012655922,,,,,,,
13298,1.2350025928003372e-05,0.0031104726,0.00097216514,0.0021383073,,,,,,,
13299,1.2344597422749698e-05,0.0035220238,0.00085763144,0.0026643923,,,,,,,
13300,1.2339169276506925e-05,0.0027711615,0.00017773524,0.0025934263,,,,,,,
13301,1.2333741490008938e-05,0.01270571,0.0006609096,0.0120448,,,,,,,
13302,1.2328314063989573e-05,0.0029956999,0.00051106414,0.0024846357,,,,,,,
13303,1.2322886999182625e-05,0.0021168278,0.00031507196,0.0018017559,,,,,,,
13304,1.2317460296321823e-05,0.0026506637,0.00083425257,0.001816411,,,,,,,
13305,1.2312033956140867e-05,0.014804915,0.002180699,0.012624215,,,,,,,
13306,1.2306607979373398e-05,0.0006783871,0.0002868767,0.00039151043,,,,,,,
13307,1.2301182366753004e-05,0.0049871295,0.00050748937,0.00447964,,,,,,,
13308,1.229575711901324e-05,0.00736916,0.00093075307,0.006438407,,,,,,,
13309,1.2290332236887586e-05,0.007028874,0.0023241753,0.0047046985,,,,,,,
